10,0.3,-5.0,7
10,0.3,-5.0,2
10,0.3,-5.0,1
10,0.3,-5.0,8
10,0.3,-7.0,7
10,0.3,-5.0,3
10,0.3,-5.0,4
10,0.3,-5.0,5
10,0.3,-5.0,6
10,0.3,-7.0,3
10,0.3,-7.0,5
10,0.3,-7.0,1
10,0.3,-7.0,2
10,0.3,-7.0,6
10,0.3,-7.0,8
10,0.3,-7.0,4
10,0.3,-3.0,3
10,0.3,-3.0,6
10,0.3,-3.0,5
10,0.3,-3.0,1
10,0.3,-3.0,7
10,0.3,-3.0,2
10,0.3,-3.0,4
10,0.3,-2.0,1
10,0.3,-3.0,8
10,0.3,-2.0,2
10,0.3,-2.0,7
10,0.3,-2.0,6
10,0.3,-2.0,4
10,0.3,-2.0,5
10,0.3,-2.0,8
10,0.3,-2.0,3
10,0.3,-1.0,3
10,0.3,-1.0,1
10,0.3,-1.0,4
10,0.3,-1.0,2
10,0.3,-1.0,5
10,0.3,-1.0,7
10,0.3,-1.0,6
10,0.3,-1.0,8
10,0.3,-0.7,1
10,0.3,-0.7,2
10,0.3,-0.7,5
10,0.3,-0.7,3
10,0.3,-0.7,4
10,0.3,-0.7,7
10,0.3,-0.7,6
10,0.3,-0.7,8
10,0.3,-0.5,2
10,0.3,-0.5,3
10,0.3,-0.5,1
10,0.3,-0.5,5
10,0.3,-0.5,4
10,0.3,-0.5,7
10,0.3,-0.5,6
10,0.3,-0.5,8
10,0.3,-0.3,1
10,0.3,-0.3,3
10,0.3,-0.3,4
10,0.3,-0.3,2
10,0.3,-0.3,5
10,0.3,-0.3,8
10,0.3,-0.3,6
10,0.3,-0.3,7
10,0.3,-0.2,2
10,0.3,-0.2,5
10,0.3,-0.2,3
10,0.3,-0.2,1
10,0.3,-0.2,4
10,0.3,-0.2,6
10,0.3,-0.2,7
10,0.3,-0.2,8
10,0.3,-0.1,1
10,0.3,-0.1,2
10,0.3,-0.1,4
10,0.3,-0.1,3
10,0.3,-0.1,5
10,0.3,-0.1,6
10,0.3,-0.1,7
10,0.3,-0.1,8
10,0.3,-0.07,3
10,0.3,-0.07,1
10,0.3,-0.07,2
10,0.3,-0.07,5
10,0.3,-0.07,4
10,0.3,-0.07,7
10,0.3,-0.07,6
10,0.3,-0.07,8
10,0.3,-0.05,1
10,0.3,-0.05,2
10,0.3,-0.05,4
10,0.3,-0.05,3
10,0.3,-0.05,6
10,0.3,-0.05,8
10,0.3,-0.05,7
10,0.3,-0.05,5
10,0.3,-0.03,1
10,0.3,-0.03,3
10,0.3,-0.03,5
10,0.3,-0.03,4
10,0.3,-0.03,6
10,0.3,-0.03,7
10,0.3,-0.03,2
10,0.3,-0.03,8
10,0.3,-0.02,1
10,0.3,-0.02,2
10,0.3,-0.02,3
10,0.3,-0.02,4
10,0.3,-0.02,8
10,0.3,-0.02,5
10,0.3,-0.02,7
10,0.3,-0.02,6
10,0.3,-0.01,1
10,0.3,-0.01,2
10,0.3,-0.01,5
10,0.3,-0.01,8
10,0.3,-0.01,3
10,0.3,-0.01,4
10,0.3,-0.01,7
10,0.3,-0.01,6
10,0.3,-0.007,1
10,0.3,-0.007,2
10,0.3,-0.007,3
10,0.3,-0.007,4
10,0.3,-0.007,5
10,0.3,-0.007,6
10,0.3,-0.007,7
10,0.3,-0.007,8
10,0.3,-0.005,1
10,0.3,-0.005,2
10,0.3,-0.005,3
10,0.3,-0.005,5
10,0.3,-0.005,4
10,0.3,-0.005,6
10,0.3,-0.005,8
10,0.3,-0.005,7
10,0.3,-0.003,1
10,0.3,-0.003,2
10,0.3,-0.003,3
10,0.3,-0.003,4
10,0.3,-0.003,6
10,0.3,-0.003,5
10,0.3,-0.003,7
10,0.3,-0.003,8
