seed,nx,ny,nz,sent_tail_radius,repair_tail_frac,W_decay,BSI,RFC,RLI,SPI,D_q50,D_q95,sent_q95
1,48,48,3,18,0.6,0.002,1.01331,0.72602,0,0.0434783,0.855207,4.87028,0.194345
2,48,48,3,18,0.6,0.002,1.0206,0.871967,0,0.00724638,0.992169,5.20638,0.193865
3,48,48,3,18,0.6,0.002,1.02059,0.534831,0,0.0289855,0.873971,5.04509,0.19319
4,48,48,3,18,0.6,0.002,1.01456,0.744856,0,0.0217391,0.841438,5.03295,0.191563
1,48,48,3,18,0.65,0,1.0787,0.350042,0,0.108696,4.74241,14.3918,0.156121
4,48,48,3,2,0.65,0.001,1.0204,0.311494,0,0.0362319,1.5149,8.77659,0.188492
2,48,48,3,18,0.65,0,1.07997,0.860885,0,0.0507246,4.67453,14.3826,0.157885
3,48,48,3,18,0.65,0,1.07566,0.627589,0,0.0362319,4.75979,14.4011,0.15929
4,48,48,3,18,0.65,0,1.10221,0.78501,0,0.0652174,4.62701,14.3915,0.162341
1,48,48,3,18,0.65,0.0001,1.08815,0.72967,0,0.0507246,4.62757,14.4066,0.165666
2,48,48,3,18,0.65,0.0001,1.09655,0,0,0.0289855,4.47358,14.336,0.16859
3,48,48,3,18,0.65,0.0001,1.08894,0.702573,0,0.00724638,4.45491,14.3915,0.170654
4,48,48,3,18,0.65,0.0001,1.09163,0.611184,0,0.0507246,4.54123,14.3417,0.165207
1,48,48,3,18,0.65,0.0002,1.08818,0.939187,0,0.0217391,4.54829,14.412,0.171729
2,48,48,3,18,0.65,0.0002,1.08779,0.630042,0,0.0507246,4.03517,14.3411,0.174302
3,48,48,3,18,0.65,0.0002,1.09644,0.405585,0,0.0434783,4.28262,14.3452,0.169787
1,48,48,3,2,0.65,0.002,1.02358,0.56839,0,0.0652174,1.40518,9.66187,0.186072
4,48,48,3,18,0.65,0.0002,1.07622,0.407928,0,0.0724638,4.08843,14.369,0.170961
1,48,48,3,18,0.65,0.0004,1.07361,0.751057,0,0.0507246,3.67194,14.3521,0.174916
2,48,48,3,18,0.65,0.0004,1.05259,0.973397,0,0.0507246,3.54223,14.3083,0.176356
3,48,48,3,18,0.65,0.0004,1.0707,0.459916,0,0.0217391,3.56503,14.3259,0.176943
4,48,48,3,18,0.65,0.0004,1.06023,0.729412,0,0.0144928,3.66367,14.2318,0.176198
1,48,48,3,18,0.65,0.0006,1.08117,0.597553,0,0.0144928,3.54528,14.3475,0.178096
2,48,48,3,18,0.65,0.0006,1.042,0.514664,0,0.0507246,3.42009,14.1969,0.178443
3,48,48,3,18,0.65,0.0006,1.04383,0.51626,0,0.0289855,3.25211,14.222,0.178455
4,48,48,3,18,0.65,0.0006,1.06927,0.927491,0,0.0217391,3.50477,14.2674,0.177716
1,48,48,3,18,0.65,0.0008,1.04918,0.618782,0,0.0434783,3.50478,14.2757,0.17741
2,48,48,3,2,0.65,0.002,1.02577,0.0548601,0,0.00724638,1.41348,9.73775,0.186636
2,48,48,3,18,0.65,0.0008,1.00922,0.774151,0,0.057971,3.05591,14.1947,0.180501
3,48,48,3,18,0.65,0.0008,1.01755,0.458537,0,0.0289855,3.05788,14.2318,0.181682
4,48,48,3,18,0.65,0.0008,1.03997,0.714268,0,0.0144928,3.22775,14.2722,0.179771
1,48,48,3,18,0.65,0.001,0.994738,0.760936,0,0.0217391,2.77995,14.1606,0.183523
2,48,48,3,18,0.65,0.001,0.998909,0.894849,0,0.057971,2.69251,14.1302,0.18064
3,48,48,3,18,0.65,0.001,1.0271,0.581535,0,0.0724638,2.91169,14.2454,0.181767
4,48,48,3,18,0.65,0.001,1.01756,0.868168,0,0,2.77691,14.1708,0.181517
1,48,48,3,18,0.65,0.002,0.940366,0.692625,0,0.0289855,2.01843,13.5947,0.185073
2,48,48,3,18,0.65,0.002,0.941075,0.776995,0,0.0434783,1.86298,13.4688,0.183854
3,48,48,3,18,0.65,0.002,0.944669,0.788518,0,0.0507246,1.90274,13.5933,0.186504
3,48,48,3,2,0.65,0.002,1.02245,0.53361,0,0.057971,1.48432,10.4677,0.185843
4,48,48,3,18,0.65,0.002,0.939558,0.866143,0,0.057971,1.81812,13.8468,0.182305
1,48,48,3,18,0.7,0,1.02099,0.932295,0,0.0942029,4.97178,14.7807,0.135869
2,48,48,3,18,0.7,0,1.02817,0.770886,0,0.101449,4.96443,14.775,0.139919
3,48,48,3,18,0.7,0,1.03238,0.33733,0,0.130435,4.97351,14.7976,0.14004
4,48,48,3,18,0.7,0,1.0207,0.794658,0,0.0434783,4.97329,14.7763,0.14012
1,48,48,3,18,0.7,0.0001,1.03474,0.738847,0,0.0724638,4.96751,14.7827,0.141032
2,48,48,3,18,0.7,0.0001,1.0259,0.474312,0,0.115942,4.95887,14.7707,0.142052
3,48,48,3,18,0.7,0.0001,1.03154,0.525235,0,0.130435,4.96947,14.7982,0.14326
4,48,48,3,18,0.7,0.0001,1.03043,0.900625,0,0.0797101,4.95891,14.7632,0.144735
1,48,48,3,18,0.7,0.0002,1.03277,0.980297,0,0.144928,4.96091,14.7771,0.141226
4,48,48,3,2,0.65,0.002,1.01421,0.51504,0,0.0144928,1.45222,10.2326,0.184317
2,48,48,3,18,0.7,0.0002,1.03503,0.95291,0,0.188406,4.94879,14.7563,0.144805
3,48,48,3,18,0.7,0.0002,1.0364,0.620412,0,0.144928,4.96358,14.7986,0.144515
4,48,48,3,18,0.7,0.0002,1.03601,0.736492,0,0.144928,4.95043,14.7585,0.144112
1,48,48,3,18,0.7,0.0004,1.04434,0.348134,0,0.123188,4.95739,14.7766,0.144698
2,48,48,3,18,0.7,0.0004,1.05673,0.94271,0,0.268116,4.93754,14.7488,0.145259
3,48,48,3,18,0.7,0.0004,1.05871,0.786266,0,0.101449,4.94224,14.7721,0.148265
4,48,48,3,18,0.7,0.0004,1.04443,0.709065,0,0.15942,4.94558,14.7371,0.144387
1,48,48,3,18,0.7,0.0006,1.05597,0.596218,0,0.108696,4.94468,14.763,0.149025
2,48,48,3,18,0.7,0.0006,1.0687,0.642699,0,0.130435,4.92265,14.7301,0.148728
3,48,48,3,18,0.7,0.0006,1.06414,0.792948,0,0.057971,4.93521,14.7709,0.152208
1,48,48,3,2,0.7,0,1.02497,0.839316,0,0.0507246,1.74172,8.65032,0.186797
4,48,48,3,2,0.5,0.0002,1.00752,0.494789,0,0.0362319,2.79236,18.048,0.172417
4,48,48,3,18,0.7,0.0006,1.06665,0.554895,0,0.057971,4.92772,14.7242,0.151417
1,48,48,3,18,0.7,0.0008,1.05959,0.590124,0,0.0724638,4.94014,14.7578,0.150388
2,48,48,3,18,0.7,0.0008,1.06438,0.633311,0,0.0652174,4.92932,14.7328,0.151008
3,48,48,3,18,0.7,0.0008,1.07739,0.915264,0,0.0434783,4.93885,14.7715,0.154706
4,48,48,3,18,0.7,0.0008,1.05651,0.757982,0,0.0942029,4.93429,14.7354,0.151167
1,48,48,3,18,0.7,0.001,1.07667,0.951538,0,0.123188,4.92529,14.739,0.151997
2,48,48,3,18,0.7,0.001,1.07327,0.835837,0,0.0942029,4.92081,14.7384,0.151361
3,48,48,3,18,0.7,0.001,1.08795,0.517798,0,0.0507246,4.92888,14.7663,0.155734
4,48,48,3,18,0.7,0.001,1.0836,0.740398,0,0.0434783,4.92657,14.7334,0.152701
1,48,48,3,18,0.7,0.002,1.10771,0.722249,0,0.0724638,4.89601,14.7116,0.160694
2,48,48,3,2,0.7,0,1.02386,0.217927,0,0.0289855,1.68746,8.85096,0.186279
2,48,48,3,18,0.7,0.002,1.11149,0.869977,0,0.0289855,4.88921,14.708,0.1565
3,48,48,3,18,0.7,0.002,1.11284,0.131857,0,0.057971,4.88384,14.713,0.161076
4,48,48,3,18,0.7,0.002,1.10207,0.607104,0,0.057971,4.89504,14.702,0.157769
1,48,48,3,18,0.75,0,1.00769,0.221177,0,0.0217391,4.97692,14.7904,0.129294
2,48,48,3,18,0.75,0,1.00439,0.868503,0,0.0217391,4.98939,14.8062,0.12647
3,48,48,3,18,0.75,0,1.00382,0.765413,0,0.0797101,4.99026,14.8299,0.12668
4,48,48,3,18,0.75,0,0.999004,0.945102,0,0.0507246,4.98001,14.7941,0.126082
1,48,48,3,18,0.75,0.0001,1.00899,0.245489,0,0.137681,4.97324,14.7724,0.127837
2,48,48,3,18,0.75,0.0001,1.0028,0.531273,0,0.0362319,4.98787,14.8045,0.12581
3,48,48,3,18,0.75,0.0001,1.0065,0.523055,0,0.152174,4.98413,14.8062,0.128227
3,48,48,3,2,0.7,0,1.03146,0.44226,0,0.0362319,1.61301,8.70347,0.185447
4,48,48,3,18,0.75,0.0001,1.00833,0.706549,0,0.057971,4.97283,14.7729,0.127936
1,48,48,3,18,0.75,0.0002,1.00757,0.848822,0,0.15942,4.97891,14.7922,0.128109
2,48,48,3,18,0.75,0.0002,1.01043,0.872643,0,0.0724638,4.98069,14.799,0.128406
3,48,48,3,18,0.75,0.0002,1.0106,0.648581,0,0.137681,4.98031,14.8045,0.129687
4,48,48,3,18,0.75,0.0002,1.00988,0.614634,0,0.0869565,4.9562,14.7368,0.128819
1,48,48,3,18,0.75,0.0004,1.01047,0.448362,0,0.231884,4.97561,14.7916,0.13011
2,48,48,3,18,0.75,0.0004,1.01086,0.367477,0,0.115942,4.96715,14.7641,0.127759
3,48,48,3,18,0.75,0.0004,1.01403,0.800751,0,0.057971,4.96803,14.7765,0.132072
4,48,48,3,18,0.75,0.0004,1.01027,0.635753,0,0.0652174,4.96728,14.7589,0.12915
1,48,48,3,18,0.75,0.0006,1.01728,0.395324,0,0.0869565,4.96759,14.7784,0.130596
4,48,48,3,2,0.7,0,1.02912,0.544895,0,0.0362319,1.70906,9.05493,0.185506
2,48,48,3,18,0.75,0.0006,1.01658,0.424427,0,0.173913,4.97096,14.7828,0.130439
3,48,48,3,18,0.75,0.0006,1.0174,0.923235,0,0.057971,4.96584,14.7799,0.132668
4,48,48,3,18,0.75,0.0006,1.00924,0.948026,0,0,4.97204,14.7688,0.130432
1,48,48,3,18,0.75,0.0008,1.01932,0.749379,0,0.166667,4.96261,14.7584,0.132541
2,48,48,3,18,0.75,0.0008,1.02549,0.154595,0,0.217391,4.97008,14.798,0.132016
3,48,48,3,18,0.75,0.0008,1.01906,0.672409,0,0.057971,4.96738,14.7773,0.131545
4,48,48,3,18,0.75,0.0008,1.02657,0.693542,0,0.0942029,4.96117,14.7478,0.13113
1,48,48,3,18,0.75,0.001,1.02644,0.173585,0,0.173913,4.96441,14.7606,0.132579
2,48,48,3,18,0.75,0.001,1.02137,0.827718,0,0.101449,4.96856,14.7809,0.130922
3,48,48,3,18,0.75,0.001,1.02504,0.828351,0,0.057971,4.96162,14.7645,0.132822
1,48,48,3,2,0.7,0.0001,1.0274,0.357517,0,0.0362319,1.4462,7.75261,0.186885
4,48,48,3,18,0.75,0.001,1.02934,0.311353,0,0.130435,4.95625,14.7448,0.132181
1,48,48,3,18,0.75,0.002,1.03711,0.375306,0,0.108696,4.95035,14.7433,0.13622
2,48,48,3,18,0.75,0.002,1.03401,0.133118,0,0.15942,4.95526,14.7588,0.135838
3,48,48,3,18,0.75,0.002,1.03759,0.913867,0,0.0797101,4.9494,14.7561,0.136133
4,48,48,3,18,0.75,0.002,1.03419,0.951745,0,0.0869565,4.94809,14.7279,0.135493
1,48,48,3,18,0.8,0,0.99637,0.838746,0,0,4.96913,14.7536,0.123284
2,48,48,3,18,0.8,0,0.995286,0.446137,0,0.0724638,4.94019,14.6473,0.122554
3,48,48,3,18,0.8,0,0.993175,0.740064,0,0,4.96454,14.7121,0.122097
4,48,48,3,18,0.8,0,0.996479,0.616131,0,0.0289855,4.95206,14.6814,0.123501
1,48,48,3,18,0.8,0.0001,0.996601,0.235267,0,0.0652174,4.96317,14.7432,0.122895
2,48,48,3,2,0.7,0.0001,1.02875,0.34854,0,0.0144928,1.57798,7.94875,0.188908
2,48,48,3,18,0.8,0.0001,0.99878,0.555902,0,0.0507246,4.94801,14.6727,0.122657
3,48,48,3,18,0.8,0.0001,0.99912,0.545838,0,0.00724638,4.95364,14.6938,0.123023
4,48,48,3,18,0.8,0.0001,0.996633,0.676437,0,0.0362319,4.94698,14.6475,0.123113
1,48,48,3,18,0.8,0.0002,0.999363,0.679061,0,0.0144928,4.96056,14.7183,0.123388
2,48,48,3,18,0.8,0.0002,1.00022,0.880424,0,0.0362319,4.93591,14.624,0.12333
3,48,48,3,18,0.8,0.0002,0.999249,0.615492,0,0.0652174,4.94317,14.6364,0.123476
4,48,48,3,18,0.8,0.0002,0.998279,0.468666,0,0.057971,4.94234,14.6396,0.124678
1,48,48,3,18,0.8,0.0004,1.00161,0.119982,0,0.0217391,4.95959,14.7081,0.12416
2,48,48,3,18,0.8,0.0004,1.00033,0.603342,0,0.0362319,4.95058,14.676,0.123243
3,48,48,3,18,0.8,0.0004,0.99965,0.79331,0,0.0289855,4.95285,14.6723,0.123691
3,48,48,3,2,0.7,0.0001,1.02404,0.387921,0,0.0289855,1.49892,7.96962,0.188449
4,48,48,3,18,0.8,0.0004,1.00221,0.662691,0,0.0869565,4.93413,14.6093,0.124347
1,48,48,3,18,0.8,0.0006,1.00438,0.659461,0,0.0507246,4.95704,14.7171,0.124234
2,48,48,3,18,0.8,0.0006,1.00141,0.939594,0,0.00724638,4.94682,14.6775,0.124228
3,48,48,3,18,0.8,0.0006,1.00158,0.332955,0,0.0434783,4.93776,14.6179,0.124487
4,48,48,3,18,0.8,0.0006,1.00036,0.703717,0,0.0507246,4.94584,14.6439,0.125515
1,48,48,3,18,0.8,0.0008,1.00204,0.470046,0,0.0217391,4.9527,14.6977,0.124805
2,48,48,3,18,0.8,0.0008,1.00275,0.618947,0,0.0289855,4.94148,14.6542,0.123017
3,48,48,3,18,0.8,0.0008,1.00325,0.7669,0,0.0144928,4.94463,14.6493,0.124047
4,48,48,3,18,0.8,0.0008,1.0022,0.670508,0,0.00724638,4.95042,14.6721,0.124254
1,48,48,3,18,0.8,0.001,1.00565,0.359283,0,0.0144928,4.94902,14.6889,0.124716
4,48,48,3,2,0.7,0.0001,1.02591,0.723711,0,0.0652174,1.36454,7.89024,0.187654
2,48,48,3,18,0.8,0.001,1.00192,0.745277,0,0.0144928,4.9345,14.6135,0.124282
3,48,48,3,18,0.8,0.001,1.00446,0.939717,0,0.0434783,4.94152,14.641,0.125431
4,48,48,3,18,0.8,0.001,1.00383,0.957479,0,0.0362319,4.9412,14.6332,0.125415
1,48,48,3,18,0.8,0.002,1.01113,0.958461,0,0.0144928,4.94665,14.677,0.126056
2,48,48,3,18,0.8,0.002,1.0101,0.465366,0,0.0362319,4.92883,14.6135,0.125655
3,48,48,3,18,0.8,0.002,1.00838,0.70596,0,0.0507246,4.935,14.6314,0.126556
4,48,48,3,18,0.8,0.002,1.01126,0.588064,0,0.0289855,4.92271,14.5777,0.126393
1,48,48,3,18,0.85,0,0.98612,0.90004,0,0,4.7758,14.0549,0.120524
2,48,48,3,18,0.85,0,0.986141,0.851943,0,0,4.77351,14.0377,0.120974
3,48,48,3,18,0.85,0,0.986426,0.663846,0,0,4.78364,14.0768,0.120166
1,48,48,3,2,0.7,0.0002,1.02088,0.379204,0,0.0507246,1.40587,7.60972,0.189546
4,48,48,3,18,0.85,0,0.987009,0.19632,0,0,4.78052,14.0624,0.121343
1,48,48,3,18,0.85,0.0001,0.985857,0.899697,0,0,4.77702,14.0568,0.120517
2,48,48,3,18,0.85,0.0001,0.986404,0.852077,0,0,4.77342,14.038,0.12097
3,48,48,3,18,0.85,0.0001,0.986557,0.676687,0,0,4.78358,14.08,0.12017
4,48,48,3,18,0.85,0.0001,0.986912,0.217243,0,0,4.78164,14.0617,0.121345
1,48,48,3,18,0.85,0.0002,0.985806,0.899941,0,0,4.77685,14.0552,0.120515
2,48,48,3,18,0.85,0.0002,0.986526,0.852026,0,0,4.77338,14.0371,0.120977
3,48,48,3,18,0.85,0.0002,0.986699,0.676579,0,0,4.78367,14.0773,0.120174
4,48,48,3,18,0.85,0.0002,0.98691,0.217152,0,0,4.78161,14.0609,0.121344
1,48,48,3,18,0.85,0.0004,0.985582,0.899877,0,0,4.77563,14.0565,0.120488
2,48,48,3,2,0.7,0.0002,1.02543,0.35069,0,0.0144928,1.43023,7.57646,0.189057
2,48,48,3,18,0.85,0.0004,0.985999,0.852245,0,0,4.77255,14.0392,0.120972
3,48,48,3,18,0.85,0.0004,0.986608,0.676585,0,0,4.7839,14.0801,0.120172
4,48,48,3,18,0.85,0.0004,0.987035,0.2172,0,0,4.78007,14.0597,0.121344
1,48,48,3,18,0.85,0.0006,0.985647,0.900113,0,0,4.7764,14.0553,0.120498
2,48,48,3,18,0.85,0.0006,0.986317,0.852024,0,0,4.77272,14.0393,0.120964
3,48,48,3,18,0.85,0.0006,0.986769,0.677746,0,0,4.7844,14.077,0.120182
4,48,48,3,18,0.85,0.0006,0.987179,0.0904284,0,0,4.78069,14.0613,0.121346
1,48,48,3,18,0.85,0.0008,0.985458,0.899872,0,0,4.77602,14.0578,0.120511
2,48,48,3,18,0.85,0.0008,0.986453,0.852387,0,0,4.77313,14.0417,0.120972
3,48,48,3,18,0.85,0.0008,0.986675,0.676834,0,0,4.78426,14.0799,0.120164
3,48,48,3,2,0.7,0.0002,1.02925,0.679068,0,0.0507246,1.32261,7.78802,0.189986
1,48,48,3,2,0.5,0.0004,1.00612,0.314273,0,0.0507246,2.7665,18.0231,0.175326
4,48,48,3,18,0.85,0.0008,0.987058,0.196284,0,0,4.78164,14.0596,0.12135
1,48,48,3,18,0.85,0.001,0.985559,0.899973,0,0,4.77595,14.0601,0.120513
2,48,48,3,18,0.85,0.001,0.986164,0.85198,0,0,4.77281,14.0442,0.120967
3,48,48,3,18,0.85,0.001,0.986993,0.61083,0,0,4.7836,14.0772,0.120165
4,48,48,3,18,0.85,0.001,0.986981,0.196336,0,0,4.78149,14.0615,0.12134
1,48,48,3,18,0.85,0.002,0.985647,0.899915,0,0,4.7741,14.0561,0.120504
2,48,48,3,18,0.85,0.002,0.986375,0.851788,0,0,4.77319,14.0505,0.121004
3,48,48,3,18,0.85,0.002,0.986775,0.610797,0,0,4.78409,14.0809,0.120162
4,48,48,3,18,0.85,0.002,0.986627,0.107381,0,0,4.78287,14.0625,0.121355
1,48,48,3,18,0.9,0,0.988911,0.882461,0,0,4.9286,14.6304,0.119373
4,48,48,3,2,0.7,0.0002,1.02318,0.816164,0,0.0362319,1.40602,7.59438,0.188443
2,48,48,3,18,0.9,0,0.989252,0.555428,0,0,4.92971,14.6205,0.119671
3,48,48,3,18,0.9,0,0.988753,0.639586,0,0,4.93028,14.6307,0.118652
4,48,48,3,18,0.9,0,0.989141,0.336469,0,0,4.93202,14.6367,0.119872
1,48,48,3,18,0.9,0.0001,0.988955,0.882562,0,0,4.92846,14.6291,0.11937
2,48,48,3,18,0.9,0.0001,0.98941,0.555522,0,0,4.93003,14.6195,0.119673
3,48,48,3,18,0.9,0.0001,0.988728,0.639699,0,0,4.93097,14.6294,0.118673
4,48,48,3,18,0.9,0.0001,0.989194,0.336737,0,0,4.93208,14.6367,0.11987
1,48,48,3,18,0.9,0.0002,0.988976,0.882427,0,0,4.92835,14.6294,0.119376
2,48,48,3,18,0.9,0.0002,0.989381,0.555219,0,0,4.93005,14.6203,0.119676
3,48,48,3,18,0.9,0.0002,0.988764,0.639709,0,0,4.93021,14.6295,0.118654
1,48,48,3,2,0.7,0.0004,1.01926,0.609237,0,0.057971,1.39545,7.46435,0.188293
4,48,48,3,18,0.9,0.0002,0.98917,0.336634,0,0,4.93229,14.6357,0.119867
1,48,48,3,18,0.9,0.0004,0.989081,0.882372,0,0,4.92878,14.63,0.119376
2,48,48,3,18,0.9,0.0004,0.989384,0.555444,0,0,4.92968,14.6207,0.119679
3,48,48,3,18,0.9,0.0004,0.988665,0.639482,0,0,4.93144,14.631,0.118664
4,48,48,3,18,0.9,0.0004,0.989203,0.336581,0,0,4.93214,14.6365,0.119874
1,48,48,3,18,0.9,0.0006,0.989099,0.882056,0,0,4.92841,14.6294,0.119378
2,48,48,3,18,0.9,0.0006,0.989339,0.554798,0,0,4.92936,14.6195,0.119685
3,48,48,3,18,0.9,0.0006,0.988674,0.561056,0,0,4.93338,14.6369,0.118669
4,48,48,3,18,0.9,0.0006,0.989263,0.336559,0,0,4.93251,14.6385,0.119868
1,48,48,3,18,0.9,0.0008,0.988958,0.882178,0,0,4.92901,14.6304,0.119382
2,48,48,3,2,0.7,0.0004,1.02267,0.609747,0,0.0289855,1.37966,7.39053,0.18771
2,48,48,3,18,0.9,0.0008,0.989362,0.555022,0,0,4.92966,14.6191,0.119691
3,48,48,3,18,0.9,0.0008,0.98845,0.629177,0,0,4.93439,14.6381,0.118667
4,48,48,3,18,0.9,0.0008,0.989183,0.336528,0,0,4.93259,14.6354,0.11987
1,48,48,3,18,0.9,0.001,0.988908,0.882598,0,0,4.93009,14.6257,0.119383
2,48,48,3,18,0.9,0.001,0.989342,0.554512,0,0,4.92995,14.6194,0.119697
3,48,48,3,18,0.9,0.001,0.988661,0.552464,0,0,4.93481,14.6359,0.118677
4,48,48,3,18,0.9,0.001,0.98924,0.336654,0,0,4.93209,14.6356,0.11986
1,48,48,3,18,0.9,0.002,0.988991,0.882055,0,0,4.92931,14.6324,0.119374
2,48,48,3,18,0.9,0.002,0.989265,0.554069,0,0,4.93132,14.6176,0.119715
3,48,48,3,18,0.9,0.002,0.988415,0.629861,0,0,4.93537,14.6381,0.11866
3,48,48,3,2,0.7,0.0004,1.02488,0.510322,0,0.0434783,1.29719,7.49647,0.187508
4,48,48,3,18,0.9,0.002,0.988934,0.336553,0,0,4.93193,14.6345,0.119861
1,48,48,3,22,0.5,0,1.04188,0.355895,0,0.0289855,1.96029,8.64336,0.190049
2,48,48,3,22,0.5,0,1.0385,0.713759,0,0.0362319,2.15358,8.89378,0.190544
3,48,48,3,22,0.5,0,1.03397,0,0,0.0507246,2.01646,8.46514,0.193187
4,48,48,3,22,0.5,0,1.04407,0.622541,0,0.0362319,1.95726,8.55642,0.192166
1,48,48,3,22,0.5,0.0001,1.0278,0.737384,0,0.0217391,1.72049,7.80628,0.188701
2,48,48,3,22,0.5,0.0001,1.03602,0.651746,0,0.0217391,1.63039,7.72125,0.192412
3,48,48,3,22,0.5,0.0001,1.0279,0.617797,0,0.0362319,1.73316,7.68776,0.193454
4,48,48,3,22,0.5,0.0001,1.02707,0.567132,0,0.0362319,1.68234,7.6996,0.191884
1,48,48,3,22,0.5,0.0002,1.0292,0.159337,0,0.0217391,1.55484,7.62765,0.188241
4,48,48,3,2,0.7,0.0004,1.02451,0.637338,0,0.0289855,1.34568,7.34254,0.190891
2,48,48,3,22,0.5,0.0002,1.03104,0.495659,0,0.0289855,1.55792,7.29926,0.19444
3,48,48,3,22,0.5,0.0002,1.02443,0.142481,0,0.0289855,1.69283,7.48899,0.190975
4,48,48,3,22,0.5,0.0002,1.02998,0.764419,0,0.0144928,1.52522,7.55365,0.190259
1,48,48,3,22,0.5,0.0004,1.01982,0.716102,0,0.0507246,1.69337,7.47386,0.188991
2,48,48,3,22,0.5,0.0004,1.02416,0.70566,0,0.0362319,1.61704,7.16442,0.187777
3,48,48,3,22,0.5,0.0004,1.02442,0.726313,0,0.00724638,1.5186,7.31585,0.188541
4,48,48,3,22,0.5,0.0004,1.02389,0.504101,0,0.00724638,1.47866,7.25888,0.192323
1,48,48,3,22,0.5,0.0006,1.02289,0.493544,0,0.0144928,1.65203,7.27995,0.187699
2,48,48,3,22,0.5,0.0006,1.02748,0.139758,0,0.0144928,1.53744,7.11028,0.191222
3,48,48,3,22,0.5,0.0006,1.01903,0.941107,0,0.0217391,1.47364,7.35295,0.190046
1,48,48,3,2,0.7,0.0006,1.02295,0.145071,0,0.0217391,1.31603,7.31062,0.188485
4,48,48,3,22,0.5,0.0006,1.02273,0.789667,0,0.0434783,1.55457,7.28651,0.193099
1,48,48,3,22,0.5,0.0008,1.02388,0.275319,0,0.0217391,1.39097,7.16999,0.190831
2,48,48,3,22,0.5,0.0008,1.02294,0.313396,0,0.0362319,1.48623,7.14668,0.190374
3,48,48,3,22,0.5,0.0008,1.02503,0.802482,0,0.00724638,1.41113,7.32344,0.189985
4,48,48,3,22,0.5,0.0008,1.02578,0.345186,0,0.0289855,1.43661,7.31078,0.188033
1,48,48,3,22,0.5,0.001,1.02096,0.490956,0,0.0144928,1.3771,7.2038,0.189015
2,48,48,3,22,0.5,0.001,1.02698,0.775941,0,0.0289855,1.35132,7.06503,0.189824
3,48,48,3,22,0.5,0.001,1.02138,0.321421,0,0.0434783,1.37391,7.18079,0.189997
4,48,48,3,22,0.5,0.001,1.02073,0.268084,0,0.0289855,1.60022,7.32382,0.191805
1,48,48,3,22,0.5,0.002,1.02078,0.848631,0,0.0217391,1.40165,7.10987,0.188493
2,48,48,3,2,0.7,0.0006,1.02372,0.454002,0,0.0144928,1.28575,7.2461,0.188303
2,48,48,3,22,0.5,0.002,1.02573,0.508453,0,0.0507246,1.39936,7.35847,0.187309
3,48,48,3,22,0.5,0.002,1.01931,0.348601,0,0.0434783,1.28547,7.1466,0.188785
4,48,48,3,22,0.5,0.002,1.02447,0.744737,0,0.0362319,1.59893,7.34154,0.189743
1,48,48,3,22,0.55,0,1.05097,0.812646,0,0.0289855,2.23079,7.98855,0.192044
2,48,48,3,22,0.55,0,1.0432,0.195946,0,0.0217391,2.19612,8.29135,0.197613
3,48,48,3,22,0.55,0,1.04112,0.72036,0,0.0434783,2.41625,8.11307,0.192299
4,48,48,3,22,0.55,0,1.04294,0.762068,0,0.0434783,2.3843,8.55206,0.194947
1,48,48,3,22,0.55,0.0001,1.03853,0,0,0.0289855,1.82819,6.94301,0.191664
2,48,48,3,22,0.55,0.0001,1.03293,0.337566,0,0.0144928,1.83985,7.17425,0.195279
3,48,48,3,22,0.55,0.0001,1.02947,0.495713,0,0.0362319,1.84505,6.92849,0.194984
3,48,48,3,2,0.7,0.0006,1.02269,0.436571,0,0.0217391,1.2305,7.28874,0.18805
4,48,48,3,22,0.55,0.0001,1.0359,0.249775,0,0.0289855,1.89615,6.88057,0.192874
1,48,48,3,22,0.55,0.0002,1.02508,0.165563,0,0.0144928,1.53769,6.49042,0.195514
2,48,48,3,22,0.55,0.0002,1.03166,0.319771,0,0.0434783,1.62788,6.54067,0.195028
3,48,48,3,22,0.55,0.0002,1.0269,0.252879,0,0.0217391,1.64831,6.76828,0.193326
4,48,48,3,22,0.55,0.0002,1.03239,0.635451,0,0,1.60119,6.79289,0.192104
1,48,48,3,22,0.55,0.0004,1.02701,0.842575,0,0.00724638,1.33293,6.02558,0.195872
2,48,48,3,22,0.55,0.0004,1.0286,0.182561,0,0.0217391,1.23169,6.24874,0.192912
3,48,48,3,22,0.55,0.0004,1.02558,0.45044,0,0.0217391,1.37246,6.18869,0.195562
4,48,48,3,22,0.55,0.0004,1.02682,0.730119,0,0.0724638,1.48299,6.6476,0.195779
1,48,48,3,22,0.55,0.0006,1.02449,0.805462,0,0.0289855,1.35633,5.93603,0.196451
4,48,48,3,2,0.7,0.0006,1.02818,0.200201,0,0.0144928,1.28784,7.24761,0.189278
2,48,48,3,22,0.55,0.0006,1.02847,0.624233,0,0.0289855,1.33176,6.24836,0.194104
3,48,48,3,22,0.55,0.0006,1.02386,0.677462,0,0.0289855,1.40653,6.02148,0.197151
4,48,48,3,22,0.55,0.0006,1.02745,0.830177,0,0.0507246,1.3112,6.21686,0.1948
1,48,48,3,22,0.55,0.0008,1.03214,0.634832,0,0.00724638,1.08204,5.96424,0.19197
2,48,48,3,22,0.55,0.0008,1.01939,0.939092,0,0.0217391,1.20132,6.02647,0.192531
3,48,48,3,22,0.55,0.0008,1.0275,0,0,0.0144928,1.16223,6.01094,0.193575
