seed,nx,ny,nz,sent_tail_radius,repair_tail_frac,W_decay,BSI,RFC,RLI,SPI,D_q50,D_q95,sent_q95
4,48,48,3,22,0.55,0.0008,1.02363,0.622433,0,0.0289855,1.1964,5.97986,0.19336
1,48,48,3,22,0.55,0.001,1.02022,0.325872,0,0.0434783,1.14051,5.86742,0.195083
2,48,48,3,22,0.55,0.001,1.02223,0.741016,0,0.0289855,1.20667,5.86955,0.193045
3,48,48,3,22,0.55,0.001,1.03702,0.793274,0,0.0289855,0.966379,5.92649,0.191578
1,48,48,3,2,0.7,0.0008,1.03337,0.41978,0,0.0217391,1.20985,7.22289,0.188434
2,48,48,3,2,0.5,0.0004,1.00718,0.525324,0,0.0434783,2.77669,18.0307,0.17277
4,48,48,3,22,0.55,0.001,1.02551,0.3601,0,0.0289855,1.14913,6.08561,0.193287
1,48,48,3,22,0.55,0.002,1.02028,0.235146,0,0.0217391,1.08663,5.95789,0.191085
2,48,48,3,22,0.55,0.002,1.02414,0.328858,0,0.0289855,1.00187,6.06539,0.191293
3,48,48,3,22,0.55,0.002,1.01989,0.489999,0,0,1.07074,5.95018,0.192381
4,48,48,3,22,0.55,0.002,1.02015,0.353725,0,0.0217391,1.07478,5.9493,0.191512
1,48,48,3,22,0.6,0,1.0257,0.739059,0,0.0289855,3.06602,11.5456,0.186005
2,48,48,3,22,0.6,0,1.01446,0.335686,0,0.0289855,3.07419,10.9543,0.18517
3,48,48,3,22,0.6,0,1.07033,0.540209,0,0.0434783,3.69997,12.056,0.180071
4,48,48,3,22,0.6,0,1.024,0.715329,0,0.0362319,2.99592,10.9758,0.184172
1,48,48,3,22,0.6,0.0001,0.991163,0.217898,0,0.0289855,2.26601,9.43197,0.192027
2,48,48,3,2,0.7,0.0008,1.02314,0.417705,0,0.0217391,1.26834,7.30061,0.188415
2,48,48,3,22,0.6,0.0001,0.995105,0.437414,0,0.0217391,2.41428,9.11369,0.190697
3,48,48,3,22,0.6,0.0001,1.00184,0.0910945,0,0.0362319,2.22284,8.5415,0.193645
4,48,48,3,22,0.6,0.0001,1.0046,0.708225,0,0.0289855,2.3195,8.78071,0.193178
1,48,48,3,22,0.6,0.0002,0.996921,0.760009,0,0.0289855,2.09143,7.08113,0.193745
2,48,48,3,22,0.6,0.0002,0.99476,0.445335,0,0.0144928,2.09058,7.61708,0.193381
3,48,48,3,22,0.6,0.0002,0.989253,0.543959,0,0.0144928,2.05132,7.0617,0.195758
4,48,48,3,22,0.6,0.0002,1.00002,0.679993,0,0.0434783,2.04766,6.61512,0.196496
1,48,48,3,22,0.6,0.0004,1.00647,0.796795,0,0.0362319,1.46724,6.17919,0.196347
2,48,48,3,22,0.6,0.0004,1.00334,0.35757,0,0.0434783,1.84449,6.20627,0.198332
3,48,48,3,22,0.6,0.0004,1.00181,0.855587,0,0.00724638,1.51366,5.80791,0.199657
3,48,48,3,2,0.7,0.0008,1.02,0.337751,0,0.00724638,1.25913,7.09733,0.190344
4,48,48,3,22,0.6,0.0004,1.00471,0.545985,0,0.0217391,1.51992,5.66827,0.1992
1,48,48,3,22,0.6,0.0006,1.01449,0.514921,0,0.0434783,1.38329,5.53105,0.19848
2,48,48,3,22,0.6,0.0006,1.00914,0.234901,0,0.0144928,1.35079,5.4989,0.196139
3,48,48,3,22,0.6,0.0006,1.00517,0.594557,0,0.00724638,1.26358,5.33552,0.194869
4,48,48,3,22,0.6,0.0006,1.00602,0.315759,0,0.0144928,1.39511,5.55694,0.197588
1,48,48,3,22,0.6,0.0008,1.00516,0.117253,0,0.0217391,1.16267,5.15839,0.192992
2,48,48,3,22,0.6,0.0008,1.00579,0.524872,0,0.0289855,1.17884,5.21061,0.195025
3,48,48,3,22,0.6,0.0008,1.00737,0.500791,0,0.0217391,1.28432,5.52929,0.196027
4,48,48,3,22,0.6,0.0008,1.00615,0.579699,0,0.0434783,1.33891,5.36968,0.196761
1,48,48,3,22,0.6,0.001,1.01153,0.900921,0,0.0362319,1.27995,5.32844,0.19805
4,48,48,3,2,0.7,0.0008,1.02393,0.757846,0,0.0217391,1.26768,7.17167,0.187614
2,48,48,3,22,0.6,0.001,1.00441,0.713455,0,0.0652174,1.29521,5.31508,0.197679
3,48,48,3,22,0.6,0.001,1.0061,0.824677,0,0.0507246,1.16503,5.2034,0.197028
4,48,48,3,22,0.6,0.001,1.01067,0.327193,0,0.0507246,1.17801,5.27224,0.195059
1,48,48,3,22,0.6,0.002,1.00823,0.710029,0,0.0289855,1.15029,4.9502,0.195908
2,48,48,3,22,0.6,0.002,1.0135,0.921117,0,0.00724638,0.979863,4.93561,0.193751
3,48,48,3,22,0.6,0.002,1.00567,0.749686,0,0.0144928,0.836139,4.66033,0.193146
4,48,48,3,22,0.6,0.002,1.00816,0.489518,0,0.057971,0.733619,4.6868,0.18904
1,48,48,3,22,0.65,0,1.05933,0.914545,0,0.0942029,4.88188,14.5899,0.155608
2,48,48,3,22,0.65,0,1.06571,0.78737,0,0.0289855,4.85941,14.6139,0.15235
3,48,48,3,22,0.65,0,1.06516,0.77186,0,0.0797101,4.86226,14.6093,0.154917
1,48,48,3,2,0.7,0.001,1.02485,0.39331,0,0.0507246,1.20051,7.10988,0.189718
4,48,48,3,22,0.65,0,1.06471,0.302096,0,0.0507246,4.8567,14.5841,0.154518
1,48,48,3,22,0.65,0.0001,1.08103,0.99576,0,0.108696,4.84415,14.5731,0.156969
2,48,48,3,22,0.65,0.0001,1.07336,0.709202,0,0.0652174,4.83931,14.6064,0.155925
3,48,48,3,22,0.65,0.0001,1.08833,0.383428,0,0.0942029,4.84831,14.6172,0.159118
4,48,48,3,22,0.65,0.0001,1.08911,0.60931,0,0.0289855,4.83254,14.5899,0.158849
1,48,48,3,22,0.65,0.0002,1.07741,0.770475,0,0.101449,4.85266,14.5902,0.156758
2,48,48,3,22,0.65,0.0002,1.10211,0.405058,0,0.0942029,4.78547,14.578,0.163377
3,48,48,3,22,0.65,0.0002,1.08835,0.480963,0,0.0724638,4.83389,14.5822,0.160433
4,48,48,3,22,0.65,0.0002,1.08757,0.921598,0,0.0724638,4.8004,14.5963,0.161282
1,48,48,3,22,0.65,0.0004,1.12121,0.710015,0,0.0434783,4.7309,14.5579,0.166756
2,48,48,3,2,0.7,0.001,1.02516,0.165102,0,0.0289855,1.14607,7.12147,0.187652
2,48,48,3,22,0.65,0.0004,1.11326,0.864395,0,0.0652174,4.70592,14.5659,0.161844
3,48,48,3,22,0.65,0.0004,1.11346,0.883709,0,0.0507246,4.6361,14.5655,0.168488
4,48,48,3,22,0.65,0.0004,1.10547,0.769805,0,0.101449,4.73876,14.5599,0.162261
1,48,48,3,22,0.65,0.0006,1.13132,0.624256,0,0.0362319,4.68055,14.5691,0.168794
2,48,48,3,22,0.65,0.0006,1.13327,0.962721,0,0.0362319,4.32233,14.5534,0.170081
3,48,48,3,22,0.65,0.0006,1.11672,0.694426,0,0.0289855,4.43437,14.5434,0.168771
4,48,48,3,22,0.65,0.0006,1.14416,0.71668,0,0.101449,4.53755,14.564,0.167005
1,48,48,3,22,0.65,0.0008,1.13951,0.728822,0,0.0289855,4.31023,14.5556,0.172567
2,48,48,3,22,0.65,0.0008,1.12823,0.811882,0,0.0507246,4.28333,14.5752,0.170023
3,48,48,3,22,0.65,0.0008,1.10659,0.14105,0,0.0434783,3.79151,14.5033,0.174013
3,48,48,3,2,0.7,0.001,1.02259,0.695839,0,0.0289855,1.3816,7.14105,0.189058
4,48,48,3,22,0.65,0.0008,1.13274,0.74187,0,0.0217391,4.49817,14.564,0.168936
1,48,48,3,22,0.65,0.001,1.13853,0.266577,0,0.0797101,4.26659,14.5516,0.170053
2,48,48,3,22,0.65,0.001,1.11135,0.909254,0,0.0797101,3.96668,14.5333,0.171281
3,48,48,3,22,0.65,0.001,1.13007,0.630489,0,0.0724638,3.83706,14.5189,0.173124
4,48,48,3,22,0.65,0.001,1.12264,0.186131,0,0.0797101,4.0932,14.5598,0.170466
1,48,48,3,22,0.65,0.002,1.10712,0.620784,0,0.0869565,3.54364,14.4485,0.177094
2,48,48,3,22,0.65,0.002,1.08835,0.78027,0,0.0362319,3.37688,14.4596,0.178931
3,48,48,3,22,0.65,0.002,1.03985,0.506188,0,0.0289855,2.70402,14.4431,0.18107
4,48,48,3,22,0.65,0.002,1.10596,0.260427,0,0.0362319,3.6605,14.5115,0.173849
1,48,48,3,22,0.7,0,1.01922,0.459283,0,0.173913,4.98749,14.8505,0.13518
4,48,48,3,2,0.7,0.001,1.02042,0.892756,0,0.0362319,1.29616,7.13356,0.18787
2,48,48,3,22,0.7,0,1.01885,0.636992,0,0.181159,4.9858,14.8317,0.132807
3,48,48,3,22,0.7,0,1.02564,0.779174,0,0.0942029,4.98106,14.8455,0.138265
4,48,48,3,22,0.7,0,1.01247,0.756978,0,0.210145,4.98634,14.8194,0.135812
1,48,48,3,22,0.7,0.0001,1.01899,0.103534,0,0.166667,4.98746,14.8454,0.138275
2,48,48,3,22,0.7,0.0001,1.01929,0.902158,0,0.246377,4.97705,14.8296,0.135242
3,48,48,3,22,0.7,0.0001,1.0288,0.897374,0,0.0652174,4.97749,14.8385,0.140115
4,48,48,3,22,0.7,0.0001,1.02049,0.363771,0,0.15942,4.97852,14.8106,0.139079
1,48,48,3,22,0.7,0.0002,1.04334,0.995551,0,0.0797101,4.97266,14.8271,0.140329
2,48,48,3,22,0.7,0.0002,1.02606,0.776788,0,0.0434783,4.9758,14.8221,0.137695
3,48,48,3,22,0.7,0.0002,1.03054,0.394666,0,0.115942,4.97494,14.8364,0.142111
1,48,48,3,2,0.7,0.002,1.02513,0,0,0.0362319,1.13972,7.07421,0.189532
4,48,48,3,22,0.7,0.0002,1.02427,0.304226,0,0.0942029,4.97328,14.8086,0.140617
1,48,48,3,22,0.7,0.0004,1.04287,0.623308,0,0.0724638,4.97107,14.833,0.143973
2,48,48,3,22,0.7,0.0004,1.0434,0.668396,0,0.115942,4.96721,14.8261,0.141428
3,48,48,3,22,0.7,0.0004,1.04085,0.573306,0,0.0652174,4.96689,14.8292,0.14565
4,48,48,3,22,0.7,0.0004,1.03206,0.795226,0,0.123188,4.96883,14.8025,0.145078
1,48,48,3,22,0.7,0.0006,1.04712,0.60011,0,0.0797101,4.967,14.8254,0.14173
2,48,48,3,22,0.7,0.0006,1.04565,0.735705,0,0.0724638,4.96058,14.8075,0.143274
3,48,48,3,22,0.7,0.0006,1.05027,0.805479,0,0.0942029,4.96359,14.8263,0.145304
4,48,48,3,22,0.7,0.0006,1.04283,0.857972,0,0.0434783,4.96235,14.7886,0.145093
1,48,48,3,22,0.7,0.0008,1.05904,0.873438,0,0.0869565,4.96302,14.8238,0.146871
2,48,48,3,2,0.7,0.002,1.01886,0.38079,0,0.0144928,1.16156,7.05682,0.187668
2,48,48,3,22,0.7,0.0008,1.05436,0.322105,0,0.0362319,4.95391,14.8027,0.145697
3,48,48,3,22,0.7,0.0008,1.05351,0.696846,0,0.181159,4.95733,14.8127,0.147514
4,48,48,3,22,0.7,0.0008,1.05501,0.243925,0,0.0217391,4.95469,14.7935,0.148497
1,48,48,3,22,0.7,0.001,1.05666,0.0337641,0,0.123188,4.94984,14.8125,0.149863
2,48,48,3,22,0.7,0.001,1.05477,0.632138,0,0.210145,4.94959,14.8016,0.147002
3,48,48,3,22,0.7,0.001,1.06276,0.695824,0,0.0724638,4.95199,14.8146,0.150917
4,48,48,3,22,0.7,0.001,1.05087,0.481959,0,0.0797101,4.95555,14.7862,0.147106
1,48,48,3,22,0.7,0.002,1.0934,0.78013,0,0.115942,4.93944,14.7978,0.153291
2,48,48,3,22,0.7,0.002,1.08664,0.399633,0,0.0797101,4.9322,14.7784,0.154676
3,48,48,3,22,0.7,0.002,1.09073,0.736756,0,0.0434783,4.93347,14.7935,0.156069
3,48,48,3,2,0.7,0.002,1.02449,0.900275,0,0.00724638,1.16743,7.03172,0.186367
3,48,48,3,2,0.5,0.0004,1.00798,0.676681,0,0.0652174,2.79667,18.0333,0.172768
4,48,48,3,22,0.7,0.002,1.0846,0.174328,0,0.137681,4.93458,14.7678,0.154766
1,48,48,3,22,0.75,0,1.00571,0.683009,0,0.123188,4.99765,14.8807,0.127463
2,48,48,3,22,0.75,0,1.00253,0.555468,0,0.188406,5.00304,14.8824,0.125392
3,48,48,3,22,0.75,0,1.00563,0.455043,0,0.0144928,4.9988,14.8829,0.128294
4,48,48,3,22,0.75,0,1.0019,0.563881,0,0.057971,5.00296,14.8827,0.125129
1,48,48,3,22,0.75,0.0001,1.00278,0.917881,0,0.0144928,5.0061,14.894,0.127602
2,48,48,3,22,0.75,0.0001,1.00515,0.421607,0,0.0869565,4.99445,14.8693,0.12644
3,48,48,3,22,0.75,0.0001,1.0007,0.477928,0,0.0869565,4.99873,14.8809,0.126703
4,48,48,3,22,0.75,0.0001,1.00388,0.777377,0,0.0289855,4.99757,14.8729,0.127326
1,48,48,3,22,0.75,0.0002,1.00941,0,0,0.15942,4.98942,14.8628,0.128881
4,48,48,3,2,0.7,0.002,1.01893,0.720189,0,0.00724638,1.13787,7.16897,0.186682
2,48,48,3,22,0.75,0.0002,1.00772,0.64977,0,0.057971,4.99623,14.8652,0.127023
3,48,48,3,22,0.75,0.0002,1.00915,0.592172,0,0.0289855,4.9993,14.8816,0.129139
4,48,48,3,22,0.75,0.0002,1.00955,0.549415,0,0.101449,4.99555,14.8695,0.128386
1,48,48,3,22,0.75,0.0004,1.01625,0.311088,0,0.0652174,4.98582,14.8568,0.129336
2,48,48,3,22,0.75,0.0004,1.00871,0.62364,0,0.108696,4.99075,14.8679,0.127212
3,48,48,3,22,0.75,0.0004,1.01291,0.750269,0,0.0652174,4.99189,14.8747,0.128919
4,48,48,3,22,0.75,0.0004,1.01422,0.465183,0,0.0942029,4.98919,14.859,0.12973
1,48,48,3,22,0.75,0.0006,1.02016,0.771096,0,0.0652174,4.98261,14.8558,0.131628
2,48,48,3,22,0.75,0.0006,1.01545,0.68131,0,0.101449,4.98049,14.8416,0.130899
3,48,48,3,22,0.75,0.0006,1.01509,0.342422,0,0.152174,4.99175,14.8673,0.130354
1,48,48,3,2,0.75,0,1.03135,0.260381,0,0.0362319,1.50214,6.9229,0.191557
4,48,48,3,22,0.75,0.0006,1.01441,0.130842,0,0.0797101,4.97979,14.8389,0.130303
1,48,48,3,22,0.75,0.0008,1.02427,0.330542,0,0.0869565,4.98241,14.863,0.131887
2,48,48,3,22,0.75,0.0008,1.01955,0.735779,0,0.0507246,4.98636,14.8535,0.130263
3,48,48,3,22,0.75,0.0008,1.01332,0.253324,0,0.123188,4.97954,14.8489,0.131971
4,48,48,3,22,0.75,0.0008,1.0188,0.808619,0,0.137681,4.98402,14.8498,0.130655
1,48,48,3,22,0.75,0.001,1.02312,0.177189,0,0.0507246,4.9818,14.8532,0.132026
2,48,48,3,22,0.75,0.001,1.01977,0.785304,0,0.231884,4.98099,14.8469,0.13245
3,48,48,3,22,0.75,0.001,1.02279,0.522691,0,0.057971,4.97852,14.8475,0.132096
4,48,48,3,22,0.75,0.001,1.02235,0.00956898,0,0.144928,4.97983,14.8445,0.130884
1,48,48,3,22,0.75,0.002,1.03651,0.218349,0,0.0507246,4.97049,14.8355,0.134565
2,48,48,3,2,0.75,0,1.03212,0.632213,0,0.0362319,1.49739,7.18484,0.190112
2,48,48,3,22,0.75,0.002,1.0388,0.387749,0,0.0724638,4.97252,14.8399,0.133658
3,48,48,3,22,0.75,0.002,1.03919,0.211481,0,0.0652174,4.97546,14.8506,0.135456
4,48,48,3,22,0.75,0.002,1.02778,0.626572,0,0.0724638,4.97383,14.826,0.135297
1,48,48,3,22,0.8,0,0.999461,0.434504,0,0.0434783,4.96257,14.7752,0.123673
2,48,48,3,22,0.8,0,0.994412,0.564014,0,0.0362319,4.96541,14.7684,0.121853
3,48,48,3,22,0.8,0,0.995927,0.62988,0,0.0144928,4.94093,14.7066,0.122834
4,48,48,3,22,0.8,0,0.996055,0.474055,0,0.115942,4.96491,14.7662,0.122873
1,48,48,3,22,0.8,0.0001,1.00044,0.692017,0,0.0362319,4.96622,14.778,0.123629
2,48,48,3,22,0.8,0.0001,0.998431,0.86552,0,0.0797101,4.96767,14.7718,0.12307
3,48,48,3,22,0.8,0.0001,0.99863,0.789747,0,0,4.94219,14.7145,0.123648
3,48,48,3,2,0.75,0,1.02771,0.182445,0,0.0217391,1.55691,7.12614,0.18991
4,48,48,3,22,0.8,0.0001,0.998061,0.546489,0,0.0144928,4.95741,14.7436,0.123015
1,48,48,3,22,0.8,0.0002,0.999814,0.397958,0,0.0869565,4.96985,14.7841,0.123209
2,48,48,3,22,0.8,0.0002,0.998413,0.319168,0,0.0724638,4.96848,14.7732,0.12254
3,48,48,3,22,0.8,0.0002,0.995438,0.742676,0,0.0652174,4.95412,14.733,0.122708
4,48,48,3,22,0.8,0.0002,0.997759,0.707894,0,0.0797101,4.95193,14.7354,0.12397
1,48,48,3,22,0.8,0.0004,0.999763,0.322155,0,0.0507246,4.97199,14.7837,0.123445
2,48,48,3,22,0.8,0.0004,0.998391,0.829304,0,0.00724638,4.95288,14.7532,0.122887
3,48,48,3,22,0.8,0.0004,0.999507,0.300308,0,0.0289855,4.95879,14.7466,0.123218
4,48,48,3,22,0.8,0.0004,0.999323,0.528522,0,0.0362319,4.94933,14.7326,0.123519
1,48,48,3,22,0.8,0.0006,0.99968,0.291597,0,0.0507246,4.96409,14.7663,0.123935
4,48,48,3,2,0.75,0,1.02856,0.386343,0,0.057971,1.44398,7.11275,0.190857
2,48,48,3,22,0.8,0.0006,1.00021,0.829544,0,0,4.94435,14.7102,0.123241
3,48,48,3,22,0.8,0.0006,0.99915,0.304494,0,0.0507246,4.95512,14.7457,0.123301
4,48,48,3,22,0.8,0.0006,0.999462,0.798189,0,0.0797101,4.94801,14.7227,0.123882
1,48,48,3,22,0.8,0.0008,1.00925,0.101042,0,0.144928,4.96335,14.7747,0.12525
2,48,48,3,22,0.8,0.0008,1.00265,0.30624,0,0.0507246,4.94484,14.7121,0.123545
3,48,48,3,22,0.8,0.0008,1.00308,0.923879,0,0.0217391,4.94839,14.7309,0.12351
4,48,48,3,22,0.8,0.0008,1.00227,0.560208,0,0.0942029,4.94853,14.7258,0.124719
1,48,48,3,22,0.8,0.001,1.00569,0.137212,0,0.0434783,4.95211,14.7528,0.125094
2,48,48,3,22,0.8,0.001,1.00453,0.557048,0,0.0434783,4.94486,14.7188,0.124487
3,48,48,3,22,0.8,0.001,1.00409,0.305611,0,0.00724638,4.94867,14.7365,0.124851
1,48,48,3,2,0.75,0.0001,1.03278,0.654018,0,0.0217391,1.36569,6.80238,0.192945
4,48,48,3,22,0.8,0.001,1.00202,0.823228,0,0.057971,4.94993,14.7244,0.124724
1,48,48,3,22,0.8,0.002,1.01227,0.19723,0,0.0724638,4.95054,14.7444,0.125583
2,48,48,3,22,0.8,0.002,1.00733,0.981441,0,0.0217391,4.93437,14.6909,0.124433
3,48,48,3,22,0.8,0.002,1.0041,0.725849,0,0.057971,4.93307,14.6898,0.124681
4,48,48,3,22,0.8,0.002,1.00717,0.731679,0,0.0362319,4.9383,14.7005,0.124711
1,48,48,3,22,0.85,0,0.98759,0.941284,0,0,4.82089,14.2246,0.120203
2,48,48,3,22,0.85,0,0.98733,0.771876,0,0,4.81831,14.208,0.120653
3,48,48,3,22,0.85,0,0.98703,0.690356,0,0,4.83041,14.2407,0.119662
4,48,48,3,22,0.85,0,0.987393,0.24109,0,0,4.8261,14.2205,0.121015
1,48,48,3,22,0.85,0.0001,0.987287,0.941196,0,0,4.82112,14.2255,0.120222
2,48,48,3,2,0.75,0.0001,1.02942,0.314758,0,0.0144928,1.23933,6.52092,0.190032
2,48,48,3,22,0.85,0.0001,0.987304,0.772258,0,0,4.81756,14.2048,0.12065
3,48,48,3,22,0.85,0.0001,0.987154,0.657502,0,0,4.83042,14.241,0.119664
4,48,48,3,22,0.85,0.0001,0.987412,0.241172,0,0,4.82638,14.2192,0.121007
1,48,48,3,22,0.85,0.0002,0.987546,0.941323,0,0,4.82093,14.2252,0.120213
2,48,48,3,22,0.85,0.0002,0.98733,0.772149,0,0,4.81863,14.2052,0.12065
3,48,48,3,22,0.85,0.0002,0.987371,0.657486,0,0,4.83002,14.2374,0.119661
4,48,48,3,22,0.85,0.0002,0.987413,0.241125,0,0,4.82571,14.222,0.121009
1,48,48,3,22,0.85,0.0004,0.987261,0.941306,0,0,4.82082,14.2239,0.120213
2,48,48,3,22,0.85,0.0004,0.987256,0.772097,0,0,4.81791,14.2075,0.12065
3,48,48,3,22,0.85,0.0004,0.987415,0.657434,0,0,4.83097,14.2387,0.119658
3,48,48,3,2,0.75,0.0001,1.02746,0.404308,0,0.0507246,1.3722,6.58042,0.190996
4,48,48,3,22,0.85,0.0004,0.987453,0.241078,0,0,4.82549,14.2195,0.120993
1,48,48,3,22,0.85,0.0006,0.987498,0.938757,0,0,4.82057,14.226,0.120217
2,48,48,3,22,0.85,0.0006,0.98737,0.77203,0,0,4.81772,14.2077,0.120659
3,48,48,3,22,0.85,0.0006,0.987395,0.668267,0,0,4.83061,14.2375,0.119654
4,48,48,3,22,0.85,0.0006,0.987599,0.241045,0,0,4.82558,14.22,0.120996
1,48,48,3,22,0.85,0.0008,0.98749,0.941199,0,0,4.81939,14.2214,0.120214
2,48,48,3,22,0.85,0.0008,0.987248,0.771728,0,0,4.81799,14.2069,0.120643
3,48,48,3,22,0.85,0.0008,0.987061,0.668028,0,0,4.82976,14.2386,0.11967
4,48,48,3,22,0.85,0.0008,0.987471,0.240892,0,0,4.82508,14.2259,0.120986
1,48,48,3,22,0.85,0.001,0.987364,0.941158,0,0,4.82039,14.2252,0.1202
4,48,48,3,2,0.75,0.0001,1.03129,0.708604,0,0.0289855,1.33019,6.63361,0.188211
2,48,48,3,22,0.85,0.001,0.987249,0.77255,0,0,4.81852,14.2096,0.120652
3,48,48,3,22,0.85,0.001,0.987258,0.674576,0,0,4.83086,14.24,0.119658
4,48,48,3,22,0.85,0.001,0.98787,0.240987,0,0,4.82559,14.2221,0.120981
1,48,48,3,22,0.85,0.002,0.987403,0.946754,0,0,4.82021,14.2293,0.120213
2,48,48,3,22,0.85,0.002,0.987486,0.772247,0,0,4.81778,14.2057,0.120634
3,48,48,3,22,0.85,0.002,0.987443,0.628556,0,0,4.83071,14.24,0.119651
4,48,48,3,22,0.85,0.002,0.98751,0.233533,0,0,4.82552,14.2232,0.120981
1,48,48,3,22,0.9,0,0.989679,0.808047,0,0,4.95302,14.7138,0.119282
2,48,48,3,22,0.9,0,0.989961,0.58,0,0,4.95279,14.7105,0.119442
3,48,48,3,22,0.9,0,0.989231,0.593158,0,0,4.95331,14.7188,0.118494
1,48,48,3,2,0.75,0.0002,1.02393,0.427993,0,0.0434783,1.3463,6.46464,0.189499
4,48,48,3,2,0.5,0.0004,1.00929,0.553668,0,0.0652174,2.79063,18.0424,0.17288
4,48,48,3,22,0.9,0,0.990399,0.539323,0,0,4.95544,14.7232,0.119679
1,48,48,3,22,0.9,0.0001,0.989686,0.808016,0,0,4.95285,14.7133,0.119293
2,48,48,3,22,0.9,0.0001,0.989686,0.579741,0,0,4.95271,14.7098,0.119442
3,48,48,3,22,0.9,0.0001,0.989452,0.650008,0,0,4.9525,14.7137,0.118506
4,48,48,3,22,0.9,0.0001,0.990568,0.539366,0,0,4.95525,14.7228,0.119675
1,48,48,3,22,0.9,0.0002,0.990184,0.808409,0,0,4.95316,14.7107,0.119288
2,48,48,3,22,0.9,0.0002,0.989846,0.579269,0,0,4.95255,14.7116,0.119447
3,48,48,3,22,0.9,0.0002,0.989249,0.649854,0,0,4.95234,14.7144,0.118506
4,48,48,3,22,0.9,0.0002,0.990345,0.53965,0,0,4.9549,14.7239,0.119677
1,48,48,3,22,0.9,0.0004,0.989913,0.808454,0,0,4.95364,14.7129,0.119286
2,48,48,3,2,0.75,0.0002,1.02462,0.376316,0,0.0144928,1.26153,6.54361,0.189004
2,48,48,3,22,0.9,0.0004,0.98985,0.5791,0,0,4.95248,14.7114,0.119446
3,48,48,3,22,0.9,0.0004,0.989135,0.626492,0,0,4.95236,14.7126,0.118511
4,48,48,3,22,0.9,0.0004,0.990496,0.539366,0,0,4.95534,14.7229,0.11967
1,48,48,3,22,0.9,0.0006,0.990015,0.80842,0,0,4.95403,14.7156,0.119278
2,48,48,3,22,0.9,0.0006,0.989816,0.57936,0,0,4.95183,14.7095,0.119444
3,48,48,3,22,0.9,0.0006,0.989372,0.569563,0,0,4.95327,14.7103,0.118519
4,48,48,3,22,0.9,0.0006,0.990173,0.516955,0,0,4.95539,14.7226,0.119658
1,48,48,3,22,0.9,0.0008,0.989996,0.808564,0,0,4.95379,14.7134,0.119281
2,48,48,3,22,0.9,0.0008,0.989871,0.579024,0,0,4.95222,14.7093,0.119442
3,48,48,3,22,0.9,0.0008,0.989421,0.59865,0,0,4.95452,14.7128,0.118519
3,48,48,3,2,0.75,0.0002,1.02315,0.709959,0,0.0144928,1.30073,6.56716,0.189447
4,48,48,3,22,0.9,0.0008,0.990582,0.522419,0,0,4.95536,14.722,0.119654
1,48,48,3,22,0.9,0.001,0.99001,0.80852,0,0,4.95415,14.715,0.119274
2,48,48,3,22,0.9,0.001,0.989801,0.579295,0,0,4.95226,14.7096,0.119447
3,48,48,3,22,0.9,0.001,0.989331,0.567901,0,0,4.95476,14.7108,0.118518
4,48,48,3,22,0.9,0.001,0.990302,0.51681,0,0,4.95526,14.7224,0.119658
1,48,48,3,22,0.9,0.002,0.989788,0.808129,0,0,4.95606,14.7166,0.119253
2,48,48,3,22,0.9,0.002,0.989733,0.578898,0,0,4.95199,14.7099,0.119446
3,48,48,3,22,0.9,0.002,0.989985,0.630146,0,0,4.95857,14.7221,0.118493
4,48,48,3,22,0.9,0.002,0.990347,0.521998,0,0,4.95589,14.7254,0.119647
4,48,48,3,2,0.75,0.0002,1.02713,0.356265,0,0.0217391,1.28585,6.4235,0.190843
1,48,48,3,2,0.75,0.0004,1.03084,0.381757,0,0.0362319,1.18372,6.2403,0.191209
2,48,48,3,2,0.75,0.0004,1.02694,0,0,0.0434783,1.23067,6.33872,0.190827
3,48,48,3,2,0.75,0.0004,1.02762,0.434201,0,0.0217391,1.24471,6.31392,0.193347
4,48,48,3,2,0.75,0.0004,1.03165,0.890555,0,0.0217391,1.21379,6.30229,0.194052
1,48,48,3,2,0.75,0.0006,1.02811,0.773665,0,0.00724638,1.09322,6.04437,0.188919
2,48,48,3,2,0.75,0.0006,1.02336,0.919275,0,0.0217391,1.1971,6.30794,0.192548
3,48,48,3,2,0.75,0.0006,1.02795,0.492442,0,0.0217391,1.13462,6.1508,0.19075
1,48,48,3,2,0.5,0.0006,1.00668,0.562054,0,0.0362319,2.76415,18.0196,0.175307
4,48,48,3,2,0.75,0.0006,1.02539,0.696275,0,0.057971,1.14155,6.20259,0.192463
1,48,48,3,2,0.75,0.0008,1.02659,0.660944,0,0.00724638,1.13804,6.27767,0.191058
2,48,48,3,2,0.75,0.0008,1.02722,0.434094,0,0.00724638,1.06006,5.99157,0.193294
3,48,48,3,2,0.75,0.0008,1.02401,0.521209,0,0.0144928,1.06762,6.0454,0.193927
4,48,48,3,2,0.75,0.0008,1.02693,0.458474,0,0.0217391,1.15924,6.04955,0.191682
1,48,48,3,2,0.75,0.001,1.02451,0.822161,0,0.0144928,1.09506,5.90673,0.191402
2,48,48,3,2,0.75,0.001,1.02837,0.147792,0,0.0144928,1.12298,6.02046,0.191102
3,48,48,3,2,0.75,0.001,1.02632,0.877867,0,0.00724638,1.08633,5.8964,0.190273
4,48,48,3,2,0.75,0.001,1.02292,0.594169,0,0.0289855,1.06167,5.76007,0.189936
