sent_tail_radius,repair_tail_frac,W_decay
6,0.5,0.001
6,0.5,0.0011
6,0.5,0.0012
6,0.5,0.00125
6,0.5,0.0015
6,0.5,0.0018
6,0.5,0.002
6,0.5,0.0022
6,0.5,0.0025
6,0.5,0.003
6,0.505,0.0002
6,0.505,0.0003
6,0.505,0.00036
6,0.505,0.0004
6,0.505,0.00044
6,0.505,0.00045
6,0.505,0.0005
6,0.505,0.00054
6,0.505,0.0006
6,0.505,0.00066
6,0.505,0.00072
6,0.505,0.00075
6,0.505,0.0008
6,0.505,0.00088
6,0.505,0.0009
6,0.505,0.001
6,0.505,0.0011
6,0.505,0.0012
6,0.505,0.00125
6,0.505,0.0015
6,0.505,0.0018
6,0.505,0.002
6,0.505,0.0022
6,0.505,0.0025
6,0.505,0.003
6,0.51,0.0002
6,0.51,0.0003
6,0.51,0.00036
6,0.51,0.0004
6,0.51,0.00044
6,0.51,0.00045
6,0.51,0.0005
6,0.51,0.00054
6,0.51,0.0006
6,0.51,0.00066
6,0.51,0.00072
6,0.51,0.00075
6,0.51,0.0008
6,0.51,0.00088
6,0.51,0.0009
6,0.51,0.001
6,0.51,0.0011
6,0.51,0.0012
6,0.51,0.00125
6,0.51,0.0015
6,0.51,0.0018
6,0.51,0.002
6,0.51,0.0022
6,0.51,0.0025
6,0.51,0.003
6,0.52,0.0002
6,0.52,0.0003
6,0.52,0.00036
6,0.52,0.0004
6,0.52,0.00044
6,0.52,0.00045
6,0.52,0.0005
6,0.52,0.00054
6,0.52,0.0006
6,0.52,0.00066
6,0.52,0.00072
6,0.52,0.00075
6,0.52,0.0008
6,0.52,0.00088
6,0.52,0.0009
6,0.52,0.001
6,0.52,0.0011
6,0.52,0.0012
6,0.52,0.00125
6,0.52,0.0015
6,0.52,0.0018
6,0.52,0.002
6,0.52,0.0022
6,0.52,0.0025
6,0.52,0.003
6,0.53,0.0
6,0.53,1e-06
6,0.53,0.0002
6,0.53,0.0003
6,0.53,0.00036
6,0.53,0.0004
6,0.53,0.00044
6,0.53,0.0005
6,0.53,0.0006
6,0.53,0.001
6,0.53,0.0015
6,0.53,0.0018
6,0.53,0.002
6,0.53,0.0022
6,0.53,0.0025
6,0.53,0.003
6,0.54,0.0
6,0.54,1e-06
6,0.54,0.0002
6,0.54,0.0003
6,0.54,0.00036
6,0.54,0.0004
6,0.54,0.00044
6,0.54,0.0005
6,0.54,0.0006
6,0.54,0.001
6,0.54,0.0015
6,0.54,0.0018
6,0.54,0.002
6,0.54,0.0022
6,0.54,0.0025
6,0.54,0.003
6,0.545,0.0
6,0.545,1e-06
6,0.545,0.0002
6,0.545,0.0003
6,0.545,0.00036
6,0.545,0.0004
6,0.545,0.00044
6,0.545,0.0005
6,0.545,0.0006
6,0.545,0.001
6,0.545,0.0015
6,0.545,0.0018
6,0.545,0.002
6,0.545,0.0022
6,0.545,0.0025
6,0.545,0.003
6,0.55,0.0
6,0.55,1e-06
6,0.55,0.0002
6,0.55,0.0003
6,0.55,0.00036
6,0.55,0.0004
6,0.55,0.00044
6,0.55,0.0005
6,0.55,0.0006
6,0.55,0.001
6,0.55,0.0015
6,0.55,0.0018
6,0.55,0.002
6,0.55,0.0022
6,0.55,0.0025
6,0.55,0.003
6,0.555,0.0
6,0.555,1e-06
6,0.555,0.0002
6,0.555,0.0003
6,0.555,0.00036
6,0.555,0.0004
6,0.555,0.00044
6,0.555,0.0005
6,0.555,0.0006
6,0.555,0.001
6,0.555,0.0015
6,0.555,0.0018
6,0.555,0.002
6,0.555,0.0022
6,0.555,0.0025
6,0.555,0.003
6,0.56,0.0
6,0.56,1e-06
6,0.56,0.0002
6,0.56,0.0003
6,0.56,0.00036
6,0.56,0.0004
6,0.56,0.00044
6,0.56,0.0005
6,0.56,0.0006
6,0.56,0.001
6,0.56,0.0015
6,0.56,0.0018
6,0.56,0.002
6,0.56,0.0022
6,0.56,0.0025
6,0.56,0.003
6,0.57,0.0
6,0.57,1e-06
6,0.57,0.0002
6,0.57,0.0003
6,0.57,0.00036
6,0.57,0.0004
6,0.57,0.00044
6,0.57,0.0005
6,0.57,0.0006
6,0.57,0.001
6,0.57,0.0015
6,0.57,0.0018
6,0.57,0.002
6,0.57,0.0022
6,0.57,0.0025
6,0.57,0.003
6,0.58,0.0
6,0.58,1e-06
6,0.59,0.0
6,0.59,1e-06
6,0.595,0.0
6,0.595,1e-06
6,0.6,0.0
6,0.6,1e-06
6,0.605,0.0
6,0.605,1e-06
6,0.61,0.0
6,0.61,1e-06
6,0.62,0.0
6,0.62,1e-06
6,0.63,0.0
6,0.63,1e-06
6,0.63,0.0001
6,0.63,0.00015
6,0.63,0.00018
6,0.63,0.0002
6,0.63,0.00022
6,0.63,0.00025
6,0.63,0.0003
6,0.63,0.0004
6,0.63,0.00045
6,0.63,0.00054
6,0.63,0.0006
6,0.63,0.00066
6,0.63,0.00072
6,0.63,0.00075
6,0.63,0.0008
6,0.63,0.00088
6,0.63,0.0009
6,0.63,0.001
6,0.63,0.0012
6,0.63,0.0015
6,0.63,0.0018
6,0.63,0.002
6,0.63,0.0022
6,0.63,0.0025
6,0.63,0.003
6,0.64,0.0
6,0.64,1e-06
6,0.64,0.0001
6,0.64,0.00015
6,0.64,0.00018
6,0.64,0.0002
6,0.64,0.00022
6,0.64,0.00025
6,0.64,0.0003
6,0.64,0.0004
6,0.64,0.00045
6,0.64,0.00054
6,0.64,0.0006
6,0.64,0.00066
6,0.64,0.00072
6,0.64,0.00075
6,0.64,0.0008
6,0.64,0.00088
6,0.64,0.0009
6,0.64,0.001
6,0.64,0.0012
6,0.64,0.0015
6,0.64,0.0018
6,0.64,0.002
6,0.64,0.0022
6,0.64,0.0025
6,0.64,0.003
6,0.645,0.0
6,0.645,1e-06
6,0.645,0.0001
6,0.645,0.00015
6,0.645,0.00018
6,0.645,0.0002
6,0.645,0.00022
6,0.645,0.00025
6,0.645,0.0003
6,0.645,0.0004
6,0.645,0.00045
6,0.645,0.00054
6,0.645,0.0006
6,0.645,0.00066
6,0.645,0.00072
6,0.645,0.00075
6,0.645,0.0008
6,0.645,0.00088
6,0.645,0.0009
6,0.645,0.001
6,0.645,0.0012
6,0.645,0.0015
6,0.645,0.0018
6,0.645,0.002
6,0.645,0.0022
6,0.645,0.0025
6,0.645,0.003
6,0.65,0.0
6,0.65,1e-06
6,0.65,0.0001
6,0.65,0.00015
6,0.65,0.00018
6,0.65,0.0002
6,0.65,0.00022
6,0.65,0.00025
6,0.65,0.0003
6,0.65,0.0004
6,0.65,0.00045
6,0.65,0.00054
6,0.65,0.0006
6,0.65,0.00066
6,0.65,0.00072
6,0.65,0.00075
6,0.65,0.0008
6,0.65,0.00088
6,0.65,0.0009
6,0.65,0.001
6,0.65,0.0012
6,0.65,0.0015
6,0.65,0.0018
6,0.65,0.002
6,0.65,0.0022
6,0.65,0.0025
6,0.65,0.003
6,0.655,0.0
6,0.655,1e-06
6,0.655,0.0001
6,0.655,0.00015
6,0.655,0.00018
6,0.655,0.0002
6,0.655,0.00022
6,0.655,0.00025
6,0.655,0.0003
6,0.655,0.0004
6,0.655,0.00045
6,0.655,0.00054
6,0.655,0.0006
6,0.655,0.00066
6,0.655,0.00072
6,0.655,0.00075
6,0.655,0.0008
6,0.655,0.00088
6,0.655,0.0009
6,0.655,0.001
6,0.655,0.0012
6,0.655,0.0015
6,0.655,0.0018
6,0.655,0.002
6,0.655,0.0022
6,0.655,0.0025
6,0.655,0.003
6,0.66,0.0
6,0.66,1e-06
6,0.66,0.0001
6,0.66,0.00015
6,0.66,0.00018
6,0.66,0.0002
6,0.66,0.00022
6,0.66,0.00025
6,0.66,0.0003
6,0.66,0.0004
6,0.66,0.00045
6,0.66,0.00054
6,0.66,0.0006
6,0.66,0.00066
6,0.66,0.00072
6,0.66,0.00075
6,0.66,0.0008
6,0.66,0.00088
6,0.66,0.0009
6,0.66,0.001
6,0.66,0.0012
6,0.66,0.0015
6,0.66,0.0018
6,0.66,0.002
6,0.66,0.0022
6,0.66,0.0025
6,0.66,0.003
6,0.67,0.0
6,0.67,1e-06
6,0.67,0.0001
6,0.67,0.00015
6,0.67,0.00018
6,0.67,0.0002
6,0.67,0.00022
6,0.67,0.00025
6,0.67,0.0003
6,0.67,0.0004
6,0.67,0.00045
6,0.67,0.00054
6,0.67,0.0006
6,0.67,0.00066
6,0.67,0.00072
6,0.67,0.00075
6,0.67,0.0008
6,0.67,0.00088
6,0.67,0.0009
6,0.67,0.001
6,0.67,0.0012
6,0.67,0.0015
6,0.67,0.0018
6,0.67,0.002
6,0.67,0.0022
6,0.67,0.0025
6,0.67,0.003
6,0.68,0.0
6,0.68,1e-06
6,0.68,0.0001
6,0.68,0.00015
6,0.68,0.00018
6,0.68,0.0002
6,0.68,0.00022
6,0.68,0.00025
6,0.68,0.0003
6,0.68,0.00036
6,0.68,0.0004
6,0.68,0.00044
6,0.68,0.00045
6,0.68,0.0005
6,0.68,0.00054
6,0.68,0.0006
6,0.68,0.00066
6,0.68,0.00075
6,0.68,0.0009
6,0.68,0.001
6,0.68,0.0011
6,0.68,0.00125
6,0.68,0.0015
6,0.68,0.0018
6,0.68,0.002
6,0.68,0.0022
6,0.68,0.0025
6,0.68,0.003
6,0.69,0.0
6,0.69,1e-06
6,0.69,0.0001
6,0.69,0.00015
6,0.69,0.00018
6,0.69,0.0002
6,0.69,0.00022
6,0.69,0.00025
6,0.69,0.0003
6,0.69,0.00036
6,0.69,0.0004
6,0.69,0.00044
6,0.69,0.00045
6,0.69,0.0005
6,0.69,0.00054
6,0.69,0.0006
6,0.69,0.00066
6,0.69,0.00075
6,0.69,0.0009
6,0.69,0.001
6,0.69,0.0011
6,0.69,0.00125
6,0.69,0.0015
6,0.69,0.0018
6,0.69,0.002
6,0.69,0.0022
6,0.69,0.0025
6,0.69,0.003
6,0.695,0.0
6,0.695,1e-06
6,0.695,0.0001
6,0.695,0.00015
6,0.695,0.00018
6,0.695,0.0002
6,0.695,0.00022
6,0.695,0.00025
6,0.695,0.0003
6,0.695,0.00036
6,0.695,0.0004
6,0.695,0.00044
6,0.695,0.00045
6,0.695,0.0005
6,0.695,0.00054
6,0.695,0.0006
6,0.695,0.00066
6,0.695,0.00075
6,0.695,0.0009
6,0.695,0.001
6,0.695,0.0011
6,0.695,0.00125
6,0.695,0.0015
6,0.695,0.0018
6,0.695,0.002
6,0.695,0.0022
6,0.695,0.0025
6,0.695,0.003
6,0.7,0.0
6,0.7,1e-06
6,0.7,0.0001
6,0.7,0.00015
6,0.7,0.00018
6,0.7,0.0002
6,0.7,0.00022
6,0.7,0.00025
6,0.7,0.0003
6,0.7,0.00036
6,0.7,0.0004
6,0.7,0.00044
6,0.7,0.00045
6,0.7,0.0005
6,0.7,0.00054
6,0.7,0.0006
6,0.7,0.00066
6,0.7,0.00075
6,0.7,0.0009
6,0.7,0.001
6,0.7,0.0011
6,0.7,0.00125
6,0.7,0.0015
6,0.7,0.0018
6,0.7,0.002
6,0.7,0.0022
6,0.7,0.0025
6,0.7,0.003
6,0.705,0.0
6,0.705,1e-06
6,0.705,0.0001
6,0.705,0.00015
6,0.705,0.00018
6,0.705,0.0002
6,0.705,0.00022
6,0.705,0.00025
6,0.705,0.0003
6,0.705,0.00036
6,0.705,0.0004
6,0.705,0.00044
6,0.705,0.00045
6,0.705,0.0005
6,0.705,0.00054
6,0.705,0.0006
6,0.705,0.00066
6,0.705,0.00075
6,0.705,0.0009
6,0.705,0.001
6,0.705,0.0011
6,0.705,0.00125
6,0.705,0.0015
6,0.705,0.0018
6,0.705,0.002
6,0.705,0.0022
6,0.705,0.0025
6,0.705,0.003
6,0.71,0.0
6,0.71,1e-06
6,0.71,0.0001
6,0.71,0.00015
6,0.71,0.00018
6,0.71,0.0002
6,0.71,0.00022
6,0.71,0.00025
6,0.71,0.0003
6,0.71,0.00036
6,0.71,0.0004
6,0.71,0.00044
6,0.71,0.00045
6,0.71,0.0005
6,0.71,0.00054
6,0.71,0.0006
6,0.71,0.00066
6,0.71,0.00075
6,0.71,0.0009
6,0.71,0.001
6,0.71,0.0011
6,0.71,0.00125
6,0.71,0.0015
6,0.71,0.0018
6,0.71,0.002
6,0.71,0.0022
6,0.71,0.0025
6,0.71,0.003
6,0.72,0.0
6,0.72,1e-06
6,0.72,0.0001
6,0.72,0.00015
6,0.72,0.00018
6,0.72,0.0002
6,0.72,0.00022
6,0.72,0.00025
6,0.72,0.0003
6,0.72,0.00036
6,0.72,0.0004
6,0.72,0.00044
6,0.72,0.00045
6,0.72,0.0005
6,0.72,0.00054
6,0.72,0.0006
6,0.72,0.00066
6,0.72,0.00075
6,0.72,0.0009
6,0.72,0.001
6,0.72,0.0011
6,0.72,0.00125
6,0.72,0.0015
6,0.72,0.0018
6,0.72,0.002
6,0.72,0.0022
6,0.72,0.0025
6,0.72,0.003
6,0.73,0.0
6,0.73,1e-06
6,0.73,5e-05
6,0.73,7.5e-05
6,0.73,9e-05
6,0.73,0.0001
6,0.73,0.00011
6,0.73,0.000125
6,0.73,0.00015
6,0.73,0.00018
6,0.73,0.0002
6,0.73,0.00022
6,0.73,0.00025
6,0.73,0.0003
6,0.73,0.00036
6,0.73,0.0004
6,0.73,0.00044
6,0.73,0.00045
6,0.73,0.0005
6,0.73,0.00054
6,0.73,0.0006
6,0.73,0.00066
6,0.73,0.00072
6,0.73,0.00075
6,0.73,0.0008
6,0.73,0.00088
6,0.73,0.0009
6,0.73,0.001
6,0.73,0.0011
6,0.73,0.0012
6,0.73,0.00125
6,0.73,0.0015
6,0.73,0.0018
6,0.73,0.002
6,0.73,0.0022
6,0.73,0.0025
6,0.73,0.003
6,0.74,0.0
6,0.74,1e-06
6,0.74,5e-05
6,0.74,7.5e-05
6,0.74,9e-05
6,0.74,0.0001
6,0.74,0.00011
6,0.74,0.000125
6,0.74,0.00015
6,0.74,0.00018
6,0.74,0.0002
6,0.74,0.00022
6,0.74,0.00025
6,0.74,0.0003
6,0.74,0.00036
6,0.74,0.0004
6,0.74,0.00044
6,0.74,0.00045
6,0.74,0.0005
6,0.74,0.00054
6,0.74,0.0006
6,0.74,0.00066
6,0.74,0.00072
6,0.74,0.00075
6,0.74,0.0008
6,0.74,0.00088
6,0.74,0.0009
6,0.74,0.001
6,0.74,0.0011
6,0.74,0.0012
6,0.74,0.00125
6,0.74,0.0015
6,0.74,0.0018
6,0.74,0.002
6,0.74,0.0022
6,0.74,0.0025
6,0.74,0.003
6,0.745,0.0
6,0.745,1e-06
6,0.745,5e-05
6,0.745,7.5e-05
6,0.745,9e-05
6,0.745,0.0001
6,0.745,0.00011
6,0.745,0.000125
6,0.745,0.00015
6,0.745,0.00018
6,0.745,0.0002
6,0.745,0.00022
6,0.745,0.00025
6,0.745,0.0003
6,0.745,0.00036
6,0.745,0.0004
6,0.745,0.00044
6,0.745,0.00045
6,0.745,0.0005
6,0.745,0.00054
6,0.745,0.0006
6,0.745,0.00066
6,0.745,0.00072
6,0.745,0.00075
6,0.745,0.0008
6,0.745,0.00088
6,0.745,0.0009
6,0.745,0.001
6,0.745,0.0011
6,0.745,0.0012
6,0.745,0.00125
6,0.745,0.0015
6,0.745,0.0018
6,0.745,0.002
6,0.745,0.0022
6,0.745,0.0025
6,0.745,0.003
6,0.75,0.0
6,0.75,1e-06
6,0.75,5e-05
6,0.75,7.5e-05
6,0.75,9e-05
6,0.75,0.0001
6,0.75,0.00011
6,0.75,0.000125
6,0.75,0.00015
6,0.75,0.00018
6,0.75,0.0002
6,0.75,0.00022
6,0.75,0.00025
6,0.75,0.0003
6,0.75,0.00036
6,0.75,0.0004
6,0.75,0.00044
6,0.75,0.00045
6,0.75,0.0005
6,0.75,0.00054
6,0.75,0.0006
6,0.75,0.00066
6,0.75,0.00072
6,0.75,0.00075
6,0.75,0.0008
6,0.75,0.00088
6,0.75,0.0009
6,0.75,0.001
6,0.75,0.0011
6,0.75,0.0012
6,0.75,0.00125
6,0.75,0.0015
6,0.75,0.0018
6,0.75,0.002
6,0.75,0.0022
6,0.75,0.0025
6,0.75,0.003
6,0.755,0.0
6,0.755,1e-06
6,0.755,5e-05
6,0.755,7.5e-05
6,0.755,9e-05
6,0.755,0.0001
6,0.755,0.00011
6,0.755,0.000125
6,0.755,0.00015
6,0.755,0.00018
6,0.755,0.0002
6,0.755,0.00022
6,0.755,0.00025
6,0.755,0.0003
6,0.755,0.00036
6,0.755,0.0004
6,0.755,0.00044
6,0.755,0.00045
6,0.755,0.0005
6,0.755,0.00054
6,0.755,0.0006
6,0.755,0.00066
6,0.755,0.00072
6,0.755,0.00075
6,0.755,0.0008
6,0.755,0.00088
6,0.755,0.0009
6,0.755,0.001
6,0.755,0.0011
6,0.755,0.0012
6,0.755,0.00125
6,0.755,0.0015
6,0.755,0.0018
6,0.755,0.002
6,0.755,0.0022
6,0.755,0.0025
6,0.755,0.003
6,0.76,0.0
6,0.76,1e-06
6,0.76,5e-05
6,0.76,7.5e-05
6,0.76,9e-05
6,0.76,0.0001
6,0.76,0.00011
6,0.76,0.000125
6,0.76,0.00015
6,0.76,0.00018
6,0.76,0.0002
6,0.76,0.00022
6,0.76,0.00025
6,0.76,0.0003
6,0.76,0.00036
6,0.76,0.0004
6,0.76,0.00044
6,0.76,0.00045
6,0.76,0.0005
6,0.76,0.00054
6,0.76,0.0006
6,0.76,0.00066
6,0.76,0.00072
6,0.76,0.00075
6,0.76,0.0008
6,0.76,0.00088
6,0.76,0.0009
6,0.76,0.001
6,0.76,0.0011
6,0.76,0.0012
6,0.76,0.00125
6,0.76,0.0015
6,0.76,0.0018
6,0.76,0.002
6,0.76,0.0022
6,0.76,0.0025
6,0.76,0.003
6,0.77,0.0
6,0.77,1e-06
6,0.77,5e-05
6,0.77,7.5e-05
6,0.77,9e-05
6,0.77,0.0001
6,0.77,0.00011
6,0.77,0.000125
6,0.77,0.00015
6,0.77,0.00018
6,0.77,0.0002
6,0.77,0.00022
6,0.77,0.00025
6,0.77,0.0003
6,0.77,0.00036
6,0.77,0.0004
6,0.77,0.00044
6,0.77,0.00045
6,0.77,0.0005
6,0.77,0.00054
6,0.77,0.0006
6,0.77,0.00066
6,0.77,0.00072
6,0.77,0.00075
6,0.77,0.0008
6,0.77,0.00088
6,0.77,0.0009
6,0.77,0.001
6,0.77,0.0011
6,0.77,0.0012
6,0.77,0.00125
6,0.77,0.0015
6,0.77,0.0018
6,0.77,0.002
6,0.77,0.0022
6,0.77,0.0025
6,0.77,0.003
6,0.78,0.0
6,0.78,1e-06
6,0.78,5e-05
6,0.78,7.5e-05
6,0.78,9e-05
6,0.78,0.0001
6,0.78,0.00011
6,0.78,0.000125
6,0.78,0.00015
6,0.78,0.00018
6,0.78,0.0002
6,0.78,0.00022
6,0.78,0.00025
6,0.78,0.0003
6,0.78,0.00036
6,0.78,0.0004
6,0.78,0.00044
6,0.78,0.00045
6,0.78,0.0005
6,0.78,0.00054
6,0.78,0.0006
6,0.78,0.00066
6,0.78,0.00072
6,0.78,0.00075
6,0.78,0.0008
6,0.78,0.00088
6,0.78,0.0009
6,0.78,0.001
6,0.78,0.0011
6,0.78,0.0012
6,0.78,0.00125
6,0.78,0.0015
6,0.78,0.0018
6,0.78,0.002
6,0.78,0.0022
6,0.78,0.0025
6,0.78,0.003
6,0.79,0.0
6,0.79,1e-06
6,0.79,5e-05
6,0.79,7.5e-05
6,0.79,9e-05
6,0.79,0.0001
6,0.79,0.00011
6,0.79,0.000125
6,0.79,0.00015
6,0.79,0.00018
6,0.79,0.0002
6,0.79,0.00022
6,0.79,0.00025
6,0.79,0.0003
6,0.79,0.00036
6,0.79,0.0004
6,0.79,0.00044
6,0.79,0.00045
6,0.79,0.0005
6,0.79,0.00054
6,0.79,0.0006
6,0.79,0.00066
6,0.79,0.00072
6,0.79,0.00075
6,0.79,0.0008
6,0.79,0.00088
6,0.79,0.0009
6,0.79,0.001
6,0.79,0.0011
6,0.79,0.0012
6,0.79,0.00125
6,0.79,0.0015
6,0.79,0.0018
6,0.79,0.002
6,0.79,0.0022
6,0.79,0.0025
6,0.79,0.003
6,0.795,0.0
6,0.795,1e-06
6,0.795,5e-05
6,0.795,7.5e-05
6,0.795,9e-05
6,0.795,0.0001
6,0.795,0.00011
6,0.795,0.000125
6,0.795,0.00015
6,0.795,0.00018
6,0.795,0.0002
6,0.795,0.00022
6,0.795,0.00025
6,0.795,0.0003
6,0.795,0.00036
6,0.795,0.0004
6,0.795,0.00044
6,0.795,0.00045
6,0.795,0.0005
6,0.795,0.00054
6,0.795,0.0006
6,0.795,0.00066
6,0.795,0.00072
6,0.795,0.00075
6,0.795,0.0008
6,0.795,0.00088
6,0.795,0.0009
6,0.795,0.001
6,0.795,0.0011
6,0.795,0.0012
6,0.795,0.00125
6,0.795,0.0015
6,0.795,0.0018
6,0.795,0.002
6,0.795,0.0022
6,0.795,0.0025
6,0.795,0.003
6,0.8,0.0
6,0.8,1e-06
6,0.8,5e-05
6,0.8,7.5e-05
6,0.8,9e-05
6,0.8,0.0001
6,0.8,0.00011
6,0.8,0.000125
6,0.8,0.00015
6,0.8,0.00018
6,0.8,0.0002
6,0.8,0.00022
6,0.8,0.00025
6,0.8,0.0003
6,0.8,0.00036
6,0.8,0.0004
6,0.8,0.00044
6,0.8,0.00045
6,0.8,0.0005
6,0.8,0.00054
6,0.8,0.0006
6,0.8,0.00066
6,0.8,0.00072
6,0.8,0.00075
6,0.8,0.0008
6,0.8,0.00088
6,0.8,0.0009
6,0.8,0.001
6,0.8,0.0011
6,0.8,0.0012
6,0.8,0.00125
6,0.8,0.0015
6,0.8,0.0018
6,0.8,0.002
6,0.8,0.0022
6,0.8,0.0025
6,0.8,0.003
6,0.805,0.0
6,0.805,1e-06
6,0.805,5e-05
6,0.805,7.5e-05
6,0.805,9e-05
6,0.805,0.0001
6,0.805,0.00011
6,0.805,0.000125
6,0.805,0.00015
6,0.805,0.00018
6,0.805,0.0002
6,0.805,0.00022
6,0.805,0.00025
6,0.805,0.0003
6,0.805,0.00036
6,0.805,0.0004
6,0.805,0.00044
6,0.805,0.00045
6,0.805,0.0005
6,0.805,0.00054
6,0.805,0.0006
6,0.805,0.00066
6,0.805,0.00072
6,0.805,0.00075
6,0.805,0.0008
6,0.805,0.00088
6,0.805,0.0009
6,0.805,0.001
6,0.805,0.0011
6,0.805,0.0012
6,0.805,0.00125
6,0.805,0.0015
6,0.805,0.0018
6,0.805,0.002
6,0.805,0.0022
6,0.805,0.0025
6,0.805,0.003
6,0.81,0.0
6,0.81,1e-06
6,0.81,5e-05
6,0.81,7.5e-05
6,0.81,9e-05
6,0.81,0.0001
6,0.81,0.00011
6,0.81,0.000125
6,0.81,0.00015
6,0.81,0.00018
6,0.81,0.0002
6,0.81,0.00022
6,0.81,0.00025
6,0.81,0.0003
6,0.81,0.00036
6,0.81,0.0004
6,0.81,0.00044
6,0.81,0.00045
6,0.81,0.0005
6,0.81,0.00054
6,0.81,0.0006
6,0.81,0.00066
6,0.81,0.00072
6,0.81,0.00075
6,0.81,0.0008
6,0.81,0.00088
6,0.81,0.0009
6,0.81,0.001
6,0.81,0.0011
6,0.81,0.0012
6,0.81,0.00125
6,0.81,0.0015
6,0.81,0.0018
6,0.81,0.002
6,0.81,0.0022
6,0.81,0.0025
6,0.81,0.003
6,0.82,0.0
6,0.82,1e-06
6,0.82,5e-05
6,0.82,7.5e-05
6,0.82,9e-05
6,0.82,0.0001
6,0.82,0.00011
6,0.82,0.000125
6,0.82,0.00015
6,0.82,0.00018
6,0.82,0.0002
6,0.82,0.00022
6,0.82,0.00025
6,0.82,0.0003
6,0.82,0.00036
6,0.82,0.0004
6,0.82,0.00044
6,0.82,0.00045
6,0.82,0.0005
6,0.82,0.00054
6,0.82,0.0006
6,0.82,0.00066
6,0.82,0.00072
6,0.82,0.00075
6,0.82,0.0008
6,0.82,0.00088
6,0.82,0.0009
6,0.82,0.001
6,0.82,0.0011
6,0.82,0.0012
6,0.82,0.00125
6,0.82,0.0015
6,0.82,0.0018
6,0.82,0.002
6,0.82,0.0022
6,0.82,0.0025
6,0.82,0.003
6,0.83,0.0
6,0.83,1e-06
6,0.83,5e-05
6,0.83,7.5e-05
6,0.83,9e-05
6,0.83,0.0001
6,0.83,0.00011
6,0.83,0.000125
6,0.83,0.00015
6,0.83,0.00018
6,0.83,0.0002
6,0.83,0.00022
6,0.83,0.00025
6,0.83,0.0003
6,0.83,0.00036
6,0.83,0.0004
6,0.83,0.00044
6,0.83,0.00045
6,0.83,0.0005
6,0.83,0.00054
6,0.83,0.0006
6,0.83,0.00066
6,0.83,0.00072
6,0.83,0.00075
6,0.83,0.0008
6,0.83,0.00088
6,0.83,0.0009
6,0.83,0.001
6,0.83,0.0011
6,0.83,0.0012
6,0.83,0.00125
6,0.83,0.0015
6,0.83,0.0018
6,0.83,0.002
6,0.83,0.0022
6,0.83,0.0025
6,0.83,0.003
6,0.84,0.0
6,0.84,1e-06
6,0.84,5e-05
6,0.84,7.5e-05
6,0.84,9e-05
6,0.84,0.0001
6,0.84,0.00011
6,0.84,0.000125
6,0.84,0.00015
6,0.84,0.00018
6,0.84,0.0002
6,0.84,0.00022
6,0.84,0.00025
6,0.84,0.0003
6,0.84,0.00036
6,0.84,0.0004
6,0.84,0.00044
6,0.84,0.00045
6,0.84,0.0005
6,0.84,0.00054
6,0.84,0.0006
6,0.84,0.00066
6,0.84,0.00072
6,0.84,0.00075
6,0.84,0.0008
6,0.84,0.00088
6,0.84,0.0009
6,0.84,0.001
6,0.84,0.0011
6,0.84,0.0012
6,0.84,0.00125
6,0.84,0.0015
6,0.84,0.0018
6,0.84,0.002
6,0.84,0.0022
6,0.84,0.0025
6,0.84,0.003
6,0.845,0.0
6,0.845,1e-06
6,0.845,5e-05
6,0.845,7.5e-05
6,0.845,9e-05
6,0.845,0.0001
6,0.845,0.00011
6,0.845,0.000125
6,0.845,0.00015
6,0.845,0.00018
6,0.845,0.0002
6,0.845,0.00022
6,0.845,0.00025
6,0.845,0.0003
6,0.845,0.00036
6,0.845,0.0004
6,0.845,0.00044
6,0.845,0.00045
6,0.845,0.0005
6,0.845,0.00054
6,0.845,0.0006
6,0.845,0.00066
6,0.845,0.00072
6,0.845,0.00075
6,0.845,0.0008
6,0.845,0.00088
6,0.845,0.0009
6,0.845,0.001
6,0.845,0.0011
6,0.845,0.0012
6,0.845,0.00125
6,0.845,0.0015
6,0.845,0.0018
6,0.845,0.002
6,0.845,0.0022
6,0.845,0.0025
6,0.845,0.003
6,0.85,0.0
6,0.85,1e-06
6,0.85,5e-05
6,0.85,7.5e-05
6,0.85,9e-05
6,0.85,0.0001
6,0.85,0.00011
6,0.85,0.000125
6,0.85,0.00015
6,0.85,0.00018
6,0.85,0.0002
6,0.85,0.00022
6,0.85,0.00025
6,0.85,0.0003
6,0.85,0.00036
6,0.85,0.0004
6,0.85,0.00044
6,0.85,0.00045
6,0.85,0.0005
6,0.85,0.00054
6,0.85,0.0006
6,0.85,0.00066
6,0.85,0.00072
6,0.85,0.00075
6,0.85,0.0008
6,0.85,0.00088
6,0.85,0.0009
6,0.85,0.001
6,0.85,0.0011
6,0.85,0.0012
6,0.85,0.00125
6,0.85,0.0015
6,0.85,0.0018
6,0.85,0.002
6,0.85,0.0022
6,0.85,0.0025
6,0.85,0.003
6,0.855,0.0
6,0.855,1e-06
6,0.855,5e-05
6,0.855,7.5e-05
6,0.855,9e-05
6,0.855,0.0001
6,0.855,0.00011
6,0.855,0.000125
6,0.855,0.00015
6,0.855,0.00018
6,0.855,0.0002
6,0.855,0.00022
6,0.855,0.00025
6,0.855,0.0003
6,0.855,0.00036
6,0.855,0.0004
6,0.855,0.00044
6,0.855,0.00045
6,0.855,0.0005
6,0.855,0.00054
6,0.855,0.0006
