sent_tail_radius,repair_tail_frac,W_decay
10,0.81,0.00022
10,0.81,0.00025
10,0.81,0.0003
10,0.81,0.00036
10,0.81,0.0004
10,0.81,0.00044
10,0.81,0.00045
10,0.81,0.0005
10,0.81,0.00054
10,0.81,0.0006
10,0.81,0.00066
10,0.81,0.00072
10,0.81,0.00075
10,0.81,0.0008
10,0.81,0.00088
10,0.81,0.0009
10,0.81,0.001
10,0.81,0.0011
10,0.81,0.0012
10,0.81,0.00125
10,0.81,0.0015
10,0.81,0.0018
10,0.81,0.002
10,0.81,0.0022
10,0.81,0.0025
10,0.81,0.003
10,0.82,0.0
10,0.82,1e-06
10,0.82,5e-05
10,0.82,7.5e-05
10,0.82,9e-05
10,0.82,0.0001
10,0.82,0.00011
10,0.82,0.000125
10,0.82,0.00015
10,0.82,0.00018
10,0.82,0.0002
10,0.82,0.00022
10,0.82,0.00025
10,0.82,0.0003
10,0.82,0.00036
10,0.82,0.0004
10,0.82,0.00044
10,0.82,0.00045
10,0.82,0.0005
10,0.82,0.00054
10,0.82,0.0006
10,0.82,0.00066
10,0.82,0.00072
10,0.82,0.00075
10,0.82,0.0008
10,0.82,0.00088
10,0.82,0.0009
10,0.82,0.001
10,0.82,0.0011
10,0.82,0.0012
10,0.82,0.00125
10,0.82,0.0015
10,0.82,0.0018
10,0.82,0.002
10,0.82,0.0022
10,0.82,0.0025
10,0.82,0.003
10,0.83,0.0
10,0.83,1e-06
10,0.83,5e-05
10,0.83,7.5e-05
10,0.83,9e-05
10,0.83,0.0001
10,0.83,0.00011
10,0.83,0.000125
10,0.83,0.00015
10,0.83,0.00018
10,0.83,0.0002
10,0.83,0.00022
10,0.83,0.00025
10,0.83,0.0003
10,0.83,0.00036
10,0.83,0.0004
10,0.83,0.00044
10,0.83,0.0005
10,0.83,0.0006
10,0.83,0.00072
10,0.83,0.00075
10,0.83,0.0008
10,0.83,0.00088
10,0.83,0.0009
10,0.83,0.001
10,0.83,0.0011
10,0.83,0.0012
10,0.83,0.00125
10,0.83,0.0015
10,0.83,0.0018
10,0.83,0.002
10,0.83,0.0022
10,0.83,0.0025
10,0.83,0.003
10,0.84,0.0
10,0.84,1e-06
10,0.84,5e-05
10,0.84,7.5e-05
10,0.84,9e-05
10,0.84,0.0001
10,0.84,0.00011
10,0.84,0.000125
10,0.84,0.00015
10,0.84,0.00018
10,0.84,0.0002
10,0.84,0.00022
10,0.84,0.00025
10,0.84,0.0003
10,0.84,0.00036
10,0.84,0.0004
10,0.84,0.00044
10,0.84,0.0005
10,0.84,0.0006
10,0.84,0.00072
10,0.84,0.00075
10,0.84,0.0008
10,0.84,0.00088
10,0.84,0.0009
10,0.84,0.001
10,0.84,0.0011
10,0.84,0.0012
10,0.84,0.00125
10,0.84,0.0015
10,0.84,0.0018
10,0.84,0.002
10,0.84,0.0022
10,0.84,0.0025
10,0.84,0.003
10,0.845,0.0
10,0.845,1e-06
10,0.845,5e-05
10,0.845,7.5e-05
10,0.845,9e-05
10,0.845,0.0001
10,0.845,0.00011
10,0.845,0.000125
10,0.845,0.00015
10,0.845,0.00018
10,0.845,0.0002
10,0.845,0.00022
10,0.845,0.00025
10,0.845,0.0003
10,0.845,0.00036
10,0.845,0.0004
10,0.845,0.00044
10,0.845,0.0005
10,0.845,0.0006
10,0.845,0.00072
10,0.845,0.00075
10,0.845,0.0008
10,0.845,0.00088
10,0.845,0.0009
10,0.845,0.001
10,0.845,0.0011
10,0.845,0.0012
10,0.845,0.00125
10,0.845,0.0015
10,0.845,0.0018
10,0.845,0.002
10,0.845,0.0022
10,0.845,0.0025
10,0.845,0.003
10,0.85,0.0
10,0.85,1e-06
10,0.85,5e-05
10,0.85,7.5e-05
10,0.85,9e-05
10,0.85,0.0001
10,0.85,0.00011
10,0.85,0.000125
10,0.85,0.00015
10,0.85,0.00018
10,0.85,0.0002
10,0.85,0.00022
10,0.85,0.00025
10,0.85,0.0003
10,0.85,0.00036
10,0.85,0.0004
10,0.85,0.00044
10,0.85,0.0005
10,0.85,0.0006
10,0.85,0.00072
10,0.85,0.00075
10,0.85,0.0008
10,0.85,0.00088
10,0.85,0.0009
10,0.85,0.001
10,0.85,0.0011
10,0.85,0.0012
10,0.85,0.00125
10,0.85,0.0015
10,0.85,0.0018
10,0.85,0.002
10,0.85,0.0022
10,0.85,0.0025
10,0.85,0.003
10,0.855,0.0
10,0.855,1e-06
10,0.855,5e-05
10,0.855,7.5e-05
10,0.855,9e-05
10,0.855,0.0001
10,0.855,0.00011
10,0.855,0.000125
10,0.855,0.00015
10,0.855,0.00018
10,0.855,0.0002
10,0.855,0.00022
10,0.855,0.00025
10,0.855,0.0003
10,0.855,0.00036
10,0.855,0.0004
10,0.855,0.00044
10,0.855,0.0005
10,0.855,0.0006
10,0.855,0.00072
10,0.855,0.00075
10,0.855,0.0008
10,0.855,0.00088
10,0.855,0.0009
10,0.855,0.001
10,0.855,0.0011
10,0.855,0.0012
10,0.855,0.00125
10,0.855,0.0015
10,0.855,0.0018
10,0.855,0.002
10,0.855,0.0022
10,0.855,0.0025
10,0.855,0.003
10,0.86,0.0
10,0.86,1e-06
10,0.86,5e-05
10,0.86,7.5e-05
10,0.86,9e-05
10,0.86,0.0001
10,0.86,0.00011
10,0.86,0.000125
10,0.86,0.00015
10,0.86,0.00018
10,0.86,0.0002
10,0.86,0.00022
10,0.86,0.00025
10,0.86,0.0003
10,0.86,0.00036
10,0.86,0.0004
10,0.86,0.00044
10,0.86,0.0005
10,0.86,0.0006
10,0.86,0.00072
10,0.86,0.00075
10,0.86,0.0008
10,0.86,0.00088
10,0.86,0.0009
10,0.86,0.001
10,0.86,0.0011
10,0.86,0.0012
10,0.86,0.00125
10,0.86,0.0015
10,0.86,0.0018
10,0.86,0.002
10,0.86,0.0022
10,0.86,0.0025
10,0.86,0.003
10,0.87,0.0
10,0.87,1e-06
10,0.87,5e-05
10,0.87,7.5e-05
10,0.87,9e-05
10,0.87,0.0001
10,0.87,0.00011
10,0.87,0.000125
10,0.87,0.00015
10,0.87,0.00018
10,0.87,0.0002
10,0.87,0.00022
10,0.87,0.00025
10,0.87,0.0003
10,0.87,0.00036
10,0.87,0.0004
10,0.87,0.00044
10,0.87,0.0005
10,0.87,0.0006
10,0.87,0.00072
10,0.87,0.00075
10,0.87,0.0008
10,0.87,0.00088
10,0.87,0.0009
10,0.87,0.001
10,0.87,0.0011
10,0.87,0.0012
10,0.87,0.00125
10,0.87,0.0015
10,0.87,0.0018
10,0.87,0.002
10,0.87,0.0022
10,0.87,0.0025
10,0.87,0.003
11,0.48,0.0
11,0.48,1e-06
11,0.48,5e-05
11,0.48,7.5e-05
11,0.48,9e-05
11,0.48,0.0001
11,0.48,0.00011
11,0.48,0.000125
11,0.48,0.00015
11,0.48,0.0004
11,0.48,0.0005
11,0.48,0.0006
11,0.48,0.00072
11,0.48,0.00075
11,0.48,0.0008
11,0.48,0.00088
11,0.48,0.0009
11,0.48,0.001
11,0.48,0.0011
11,0.48,0.0012
11,0.48,0.00125
11,0.48,0.0015
11,0.49,0.0
11,0.49,1e-06
11,0.49,5e-05
11,0.49,7.5e-05
11,0.49,9e-05
11,0.49,0.0001
11,0.49,0.00011
11,0.49,0.000125
11,0.49,0.00015
11,0.49,0.0004
11,0.49,0.0005
11,0.49,0.0006
11,0.49,0.00072
11,0.49,0.00075
11,0.49,0.0008
11,0.49,0.00088
11,0.49,0.0009
11,0.49,0.001
11,0.49,0.0011
11,0.49,0.0012
11,0.49,0.00125
11,0.49,0.0015
11,0.495,0.0
11,0.495,1e-06
11,0.495,5e-05
11,0.495,7.5e-05
11,0.495,9e-05
11,0.495,0.0001
11,0.495,0.00011
11,0.495,0.000125
11,0.495,0.00015
11,0.495,0.0004
11,0.495,0.0005
11,0.495,0.0006
11,0.495,0.00072
11,0.495,0.00075
11,0.495,0.0008
11,0.495,0.00088
11,0.495,0.0009
11,0.495,0.001
11,0.495,0.0011
11,0.495,0.0012
11,0.495,0.00125
11,0.495,0.0015
11,0.5,0.0
11,0.5,1e-06
11,0.5,5e-05
11,0.5,7.5e-05
11,0.5,9e-05
11,0.5,0.0001
11,0.5,0.00011
11,0.5,0.000125
11,0.5,0.00015
11,0.5,0.0004
11,0.5,0.0005
11,0.5,0.0006
11,0.5,0.00072
11,0.5,0.00075
11,0.5,0.0008
11,0.5,0.00088
11,0.5,0.0009
11,0.5,0.001
11,0.5,0.0011
11,0.5,0.0012
11,0.5,0.00125
11,0.5,0.0015
11,0.505,0.0
11,0.505,1e-06
11,0.505,5e-05
11,0.505,7.5e-05
11,0.505,9e-05
11,0.505,0.0001
11,0.505,0.00011
11,0.505,0.000125
11,0.505,0.00015
11,0.505,0.0004
11,0.505,0.0005
11,0.505,0.0006
11,0.505,0.00072
11,0.505,0.00075
11,0.505,0.0008
11,0.505,0.00088
11,0.505,0.0009
11,0.505,0.001
11,0.505,0.0011
11,0.505,0.0012
11,0.505,0.00125
11,0.505,0.0015
11,0.51,0.0
11,0.51,1e-06
11,0.51,5e-05
11,0.51,7.5e-05
11,0.51,9e-05
11,0.51,0.0001
11,0.51,0.00011
11,0.51,0.000125
11,0.51,0.00015
11,0.51,0.0004
11,0.51,0.0005
11,0.51,0.0006
11,0.51,0.00072
11,0.51,0.00075
11,0.51,0.0008
11,0.51,0.00088
11,0.51,0.0009
11,0.51,0.001
11,0.51,0.0011
11,0.51,0.0012
11,0.51,0.00125
11,0.51,0.0015
11,0.52,0.0
11,0.52,1e-06
11,0.52,5e-05
11,0.52,7.5e-05
11,0.52,9e-05
11,0.52,0.0001
11,0.52,0.00011
11,0.52,0.000125
11,0.52,0.00015
11,0.52,0.0004
11,0.52,0.0005
11,0.52,0.0006
11,0.52,0.00072
11,0.52,0.00075
11,0.52,0.0008
11,0.52,0.00088
11,0.52,0.0009
11,0.52,0.001
11,0.52,0.0011
11,0.52,0.0012
11,0.52,0.00125
11,0.52,0.0015
11,0.53,5e-05
11,0.53,7.5e-05
11,0.53,9e-05
11,0.53,0.0001
11,0.53,0.00011
11,0.53,0.000125
11,0.53,0.00015
11,0.53,0.0002
11,0.53,0.0003
11,0.53,0.00036
11,0.53,0.0004
11,0.53,0.00044
11,0.53,0.0005
11,0.53,0.0006
11,0.53,0.001
11,0.53,0.0015
11,0.53,0.0018
11,0.53,0.002
11,0.53,0.0022
11,0.53,0.0025
11,0.53,0.003
11,0.54,5e-05
11,0.54,7.5e-05
11,0.54,9e-05
11,0.54,0.0001
11,0.54,0.00011
11,0.54,0.000125
11,0.54,0.00015
11,0.54,0.0002
11,0.54,0.0003
11,0.54,0.00036
11,0.54,0.0004
11,0.54,0.00044
11,0.54,0.0005
11,0.54,0.0006
11,0.54,0.001
11,0.54,0.0015
11,0.54,0.0018
11,0.54,0.002
11,0.54,0.0022
11,0.54,0.0025
11,0.54,0.003
11,0.545,5e-05
11,0.545,7.5e-05
11,0.545,9e-05
11,0.545,0.0001
11,0.545,0.00011
11,0.545,0.000125
11,0.545,0.00015
11,0.545,0.0002
11,0.545,0.0003
11,0.545,0.00036
11,0.545,0.0004
11,0.545,0.00044
11,0.545,0.0005
11,0.545,0.0006
11,0.545,0.001
11,0.545,0.0015
11,0.545,0.0018
11,0.545,0.002
11,0.545,0.0022
11,0.545,0.0025
11,0.545,0.003
11,0.55,5e-05
11,0.55,7.5e-05
11,0.55,9e-05
11,0.55,0.0001
11,0.55,0.00011
11,0.55,0.000125
11,0.55,0.00015
11,0.55,0.0002
11,0.55,0.0003
11,0.55,0.00036
11,0.55,0.0004
11,0.55,0.00044
11,0.55,0.0005
11,0.55,0.0006
11,0.55,0.001
11,0.55,0.0015
11,0.55,0.0018
11,0.55,0.002
11,0.55,0.0022
11,0.55,0.0025
11,0.55,0.003
11,0.555,5e-05
11,0.555,7.5e-05
11,0.555,9e-05
11,0.555,0.0001
11,0.555,0.00011
11,0.555,0.000125
11,0.555,0.00015
11,0.555,0.0002
11,0.555,0.0003
11,0.555,0.00036
11,0.555,0.0004
11,0.555,0.00044
11,0.555,0.0005
11,0.555,0.0006
11,0.555,0.001
11,0.555,0.0015
11,0.555,0.0018
11,0.555,0.002
11,0.555,0.0022
11,0.555,0.0025
11,0.555,0.003
11,0.56,5e-05
11,0.56,7.5e-05
11,0.56,9e-05
11,0.56,0.0001
11,0.56,0.00011
11,0.56,0.000125
11,0.56,0.00015
11,0.56,0.0002
11,0.56,0.0003
11,0.56,0.00036
11,0.56,0.0004
11,0.56,0.00044
11,0.56,0.0005
11,0.56,0.0006
11,0.56,0.001
11,0.56,0.0015
11,0.56,0.0018
11,0.56,0.002
11,0.56,0.0022
11,0.56,0.0025
11,0.56,0.003
11,0.57,5e-05
11,0.57,7.5e-05
11,0.57,9e-05
11,0.57,0.0001
11,0.57,0.00011
11,0.57,0.000125
11,0.57,0.00015
11,0.57,0.0002
11,0.57,0.0003
11,0.57,0.00036
11,0.57,0.0004
11,0.57,0.00044
11,0.57,0.0005
11,0.57,0.0006
11,0.57,0.001
11,0.57,0.0015
11,0.57,0.0018
11,0.57,0.002
11,0.57,0.0022
11,0.57,0.0025
11,0.57,0.003
11,0.58,5e-05
11,0.58,7.5e-05
11,0.58,9e-05
11,0.58,0.0001
11,0.58,0.00011
11,0.58,0.000125
11,0.58,0.00015
11,0.58,0.00018
11,0.58,0.0002
11,0.58,0.00022
11,0.58,0.00025
11,0.58,0.0003
11,0.58,0.00036
11,0.58,0.0004
11,0.58,0.00044
11,0.58,0.0005
11,0.58,0.0006
11,0.59,5e-05
11,0.59,7.5e-05
11,0.59,9e-05
11,0.59,0.0001
11,0.59,0.00011
11,0.59,0.000125
11,0.59,0.00015
11,0.59,0.00018
11,0.59,0.0002
11,0.59,0.00022
11,0.59,0.00025
11,0.59,0.0003
11,0.59,0.00036
11,0.59,0.0004
11,0.59,0.00044
11,0.59,0.0005
11,0.59,0.0006
11,0.595,5e-05
11,0.595,7.5e-05
11,0.595,9e-05
11,0.595,0.0001
11,0.595,0.00011
11,0.595,0.000125
11,0.595,0.00015
11,0.595,0.00018
11,0.595,0.0002
11,0.595,0.00022
11,0.595,0.00025
11,0.595,0.0003
11,0.595,0.00036
11,0.595,0.0004
11,0.595,0.00044
11,0.595,0.0005
11,0.595,0.0006
11,0.6,5e-05
11,0.6,7.5e-05
11,0.6,9e-05
11,0.6,0.0001
11,0.6,0.00011
11,0.6,0.000125
11,0.6,0.00015
11,0.6,0.00018
11,0.6,0.0002
11,0.6,0.00022
11,0.6,0.00025
11,0.6,0.0003
11,0.6,0.00036
11,0.6,0.0004
11,0.6,0.00044
11,0.6,0.0005
11,0.6,0.0006
11,0.605,5e-05
11,0.605,7.5e-05
11,0.605,9e-05
11,0.605,0.0001
11,0.605,0.00011
11,0.605,0.000125
11,0.605,0.00015
11,0.605,0.00018
11,0.605,0.0002
11,0.605,0.00022
11,0.605,0.00025
11,0.605,0.0003
11,0.605,0.00036
11,0.605,0.0004
11,0.605,0.00044
11,0.605,0.0005
11,0.605,0.0006
11,0.61,5e-05
11,0.61,7.5e-05
11,0.61,9e-05
11,0.61,0.0001
11,0.61,0.00011
11,0.61,0.000125
11,0.61,0.00015
11,0.61,0.00018
11,0.61,0.0002
11,0.61,0.00022
11,0.61,0.00025
11,0.61,0.0003
11,0.61,0.00036
11,0.61,0.0004
11,0.61,0.00044
11,0.61,0.0005
11,0.61,0.0006
11,0.62,5e-05
11,0.62,7.5e-05
11,0.62,9e-05
11,0.62,0.0001
11,0.62,0.00011
11,0.62,0.000125
11,0.62,0.00015
11,0.62,0.00018
11,0.62,0.0002
11,0.62,0.00022
11,0.62,0.00025
11,0.62,0.0003
11,0.62,0.00036
11,0.62,0.0004
11,0.62,0.00044
11,0.62,0.0005
11,0.62,0.0006
11,0.63,0.0001
11,0.63,0.00015
11,0.63,0.00018
11,0.63,0.0002
11,0.63,0.00022
11,0.63,0.00025
11,0.63,0.0003
11,0.63,0.0005
11,0.63,0.00075
11,0.63,0.0009
11,0.63,0.001
11,0.63,0.0011
11,0.63,0.00125
11,0.63,0.0015
11,0.64,0.0001
11,0.64,0.00015
11,0.64,0.00018
11,0.64,0.0002
11,0.64,0.00022
11,0.64,0.00025
11,0.64,0.0003
11,0.64,0.0005
11,0.64,0.00075
11,0.64,0.0009
11,0.64,0.001
11,0.64,0.0011
11,0.64,0.00125
11,0.64,0.0015
11,0.645,0.0001
11,0.645,0.00015
11,0.645,0.00018
11,0.645,0.0002
11,0.645,0.00022
11,0.645,0.00025
11,0.645,0.0003
11,0.645,0.0005
11,0.645,0.00075
11,0.645,0.0009
11,0.645,0.001
11,0.645,0.0011
11,0.645,0.00125
11,0.645,0.0015
11,0.65,0.0001
11,0.65,0.00015
11,0.65,0.00018
11,0.65,0.0002
11,0.65,0.00022
11,0.65,0.00025
11,0.65,0.0003
11,0.65,0.0005
11,0.65,0.00075
11,0.65,0.0009
11,0.65,0.001
11,0.65,0.0011
11,0.65,0.00125
11,0.65,0.0015
11,0.655,0.0001
11,0.655,0.00015
11,0.655,0.00018
11,0.655,0.0002
11,0.655,0.00022
11,0.655,0.00025
11,0.655,0.0003
11,0.655,0.0005
11,0.655,0.00075
11,0.655,0.0009
11,0.655,0.001
11,0.655,0.0011
11,0.655,0.00125
11,0.655,0.0015
11,0.66,0.0001
11,0.66,0.00015
11,0.66,0.00018
11,0.66,0.0002
11,0.66,0.00022
11,0.66,0.00025
11,0.66,0.0003
11,0.66,0.0005
11,0.66,0.00075
11,0.66,0.0009
11,0.66,0.001
11,0.66,0.0011
11,0.66,0.00125
11,0.66,0.0015
11,0.67,0.0001
11,0.67,0.00015
11,0.67,0.00018
11,0.67,0.0002
11,0.67,0.00022
11,0.67,0.00025
11,0.67,0.0003
11,0.67,0.0005
11,0.67,0.00075
11,0.67,0.0009
11,0.67,0.001
11,0.67,0.0011
11,0.67,0.00125
11,0.67,0.0015
11,0.68,0.0
11,0.68,1e-06
11,0.68,5e-05
11,0.68,7.5e-05
11,0.68,9e-05
11,0.68,0.0001
11,0.68,0.00011
11,0.68,0.000125
11,0.68,0.00015
11,0.68,0.00018
11,0.68,0.0002
11,0.68,0.00022
11,0.68,0.00025
11,0.68,0.0003
11,0.68,0.00036
11,0.68,0.0004
11,0.68,0.00044
11,0.68,0.00045
11,0.68,0.0005
11,0.68,0.00054
11,0.68,0.0006
11,0.68,0.00066
11,0.68,0.00072
11,0.68,0.00075
11,0.68,0.0008
11,0.68,0.00088
11,0.68,0.0009
11,0.68,0.001
11,0.68,0.0011
11,0.68,0.0012
11,0.68,0.00125
11,0.68,0.0015
11,0.68,0.0018
11,0.68,0.002
11,0.68,0.0022
11,0.68,0.0025
11,0.68,0.003
11,0.69,0.0
11,0.69,1e-06
11,0.69,5e-05
11,0.69,7.5e-05
11,0.69,9e-05
11,0.69,0.0001
11,0.69,0.00011
11,0.69,0.000125
11,0.69,0.00015
11,0.69,0.00018
11,0.69,0.0002
11,0.69,0.00022
11,0.69,0.00025
11,0.69,0.0003
11,0.69,0.00036
11,0.69,0.0004
11,0.69,0.00044
11,0.69,0.00045
11,0.69,0.0005
11,0.69,0.00054
11,0.69,0.0006
11,0.69,0.00066
11,0.69,0.00072
11,0.69,0.00075
11,0.69,0.0008
11,0.69,0.00088
11,0.69,0.0009
11,0.69,0.001
11,0.69,0.0011
11,0.69,0.0012
11,0.69,0.00125
11,0.69,0.0015
11,0.69,0.0018
11,0.69,0.002
11,0.69,0.0022
11,0.69,0.0025
11,0.69,0.003
11,0.695,0.0
11,0.695,1e-06
11,0.695,5e-05
11,0.695,7.5e-05
11,0.695,9e-05
11,0.695,0.0001
11,0.695,0.00011
11,0.695,0.000125
11,0.695,0.00015
11,0.695,0.00018
11,0.695,0.0002
11,0.695,0.00022
11,0.695,0.00025
11,0.695,0.0003
11,0.695,0.00036
11,0.695,0.0004
11,0.695,0.00044
11,0.695,0.00045
11,0.695,0.0005
11,0.695,0.00054
11,0.695,0.0006
11,0.695,0.00066
11,0.695,0.00072
11,0.695,0.00075
11,0.695,0.0008
11,0.695,0.00088
11,0.695,0.0009
11,0.695,0.001
11,0.695,0.0011
11,0.695,0.0012
11,0.695,0.00125
11,0.695,0.0015
11,0.695,0.0018
11,0.695,0.002
11,0.695,0.0022
11,0.695,0.0025
11,0.695,0.003
11,0.7,0.0
11,0.7,1e-06
11,0.7,5e-05
11,0.7,7.5e-05
11,0.7,9e-05
11,0.7,0.0001
11,0.7,0.00011
11,0.7,0.000125
11,0.7,0.00015
11,0.7,0.00018
11,0.7,0.0002
11,0.7,0.00022
11,0.7,0.00025
11,0.7,0.0003
11,0.7,0.00036
11,0.7,0.0004
11,0.7,0.00044
11,0.7,0.00045
11,0.7,0.0005
11,0.7,0.00054
11,0.7,0.0006
11,0.7,0.00066
11,0.7,0.00072
11,0.7,0.00075
11,0.7,0.0008
11,0.7,0.00088
11,0.7,0.0009
11,0.7,0.001
11,0.7,0.0011
11,0.7,0.0012
11,0.7,0.00125
11,0.7,0.0015
11,0.7,0.0018
11,0.7,0.002
11,0.7,0.0022
11,0.7,0.0025
11,0.7,0.003
11,0.705,0.0
11,0.705,1e-06
11,0.705,5e-05
11,0.705,7.5e-05
11,0.705,9e-05
11,0.705,0.0001
11,0.705,0.00011
11,0.705,0.000125
11,0.705,0.00015
11,0.705,0.00018
11,0.705,0.0002
11,0.705,0.00022
11,0.705,0.00025
11,0.705,0.0003
11,0.705,0.00036
11,0.705,0.0004
11,0.705,0.00044
11,0.705,0.00045
11,0.705,0.0005
11,0.705,0.00054
11,0.705,0.0006
11,0.705,0.00066
11,0.705,0.00072
11,0.705,0.00075
11,0.705,0.0008
11,0.705,0.00088
11,0.705,0.0009
11,0.705,0.001
11,0.705,0.0011
11,0.705,0.0012
11,0.705,0.00125
11,0.705,0.0015
11,0.705,0.0018
11,0.705,0.002
11,0.705,0.0022
11,0.705,0.0025
11,0.705,0.003
11,0.71,0.0
11,0.71,1e-06
11,0.71,5e-05
11,0.71,7.5e-05
11,0.71,9e-05
11,0.71,0.0001
11,0.71,0.00011
11,0.71,0.000125
11,0.71,0.00015
11,0.71,0.00018
11,0.71,0.0002
11,0.71,0.00022
11,0.71,0.00025
11,0.71,0.0003
11,0.71,0.00036
11,0.71,0.0004
11,0.71,0.00044
11,0.71,0.00045
11,0.71,0.0005
11,0.71,0.00054
11,0.71,0.0006
11,0.71,0.00066
11,0.71,0.00072
11,0.71,0.00075
11,0.71,0.0008
11,0.71,0.00088
11,0.71,0.0009
11,0.71,0.001
11,0.71,0.0011
11,0.71,0.0012
11,0.71,0.00125
11,0.71,0.0015
11,0.71,0.0018
11,0.71,0.002
11,0.71,0.0022
11,0.71,0.0025
11,0.71,0.003
11,0.72,0.0
11,0.72,1e-06
11,0.72,5e-05
11,0.72,7.5e-05
11,0.72,9e-05
11,0.72,0.0001
11,0.72,0.00011
11,0.72,0.000125
11,0.72,0.00015
11,0.72,0.00018
11,0.72,0.0002
11,0.72,0.00022
11,0.72,0.00025
11,0.72,0.0003
11,0.72,0.00036
11,0.72,0.0004
11,0.72,0.00044
11,0.72,0.00045
11,0.72,0.0005
11,0.72,0.00054
11,0.72,0.0006
11,0.72,0.00066
11,0.72,0.00072
11,0.72,0.00075
11,0.72,0.0008
11,0.72,0.00088
11,0.72,0.0009
11,0.72,0.001
11,0.72,0.0011
11,0.72,0.0012
11,0.72,0.00125
11,0.72,0.0015
11,0.72,0.0018
11,0.72,0.002
11,0.72,0.0022
11,0.72,0.0025
11,0.72,0.003
11,0.73,0.0
11,0.73,1e-06
11,0.73,5e-05
11,0.73,7.5e-05
11,0.73,9e-05
11,0.73,0.0001
11,0.73,0.00011
11,0.73,0.000125
11,0.73,0.00015
11,0.73,0.00018
11,0.73,0.0002
11,0.73,0.00022
11,0.73,0.00025
11,0.73,0.0003
11,0.73,0.00036
11,0.73,0.0004
11,0.73,0.00044
11,0.73,0.00045
11,0.73,0.0005
11,0.73,0.00054
11,0.73,0.0006
11,0.73,0.00066
11,0.73,0.00072
11,0.73,0.00075
11,0.73,0.0008
11,0.73,0.00088
11,0.73,0.0009
11,0.73,0.001
11,0.73,0.0011
11,0.73,0.0012
11,0.73,0.00125
11,0.73,0.0015
11,0.73,0.0018
11,0.73,0.002
11,0.73,0.0022
11,0.73,0.0025
11,0.73,0.003
11,0.74,0.0
11,0.74,1e-06
11,0.74,5e-05
11,0.74,7.5e-05
11,0.74,9e-05
11,0.74,0.0001
11,0.74,0.00011
11,0.74,0.000125
11,0.74,0.00015
11,0.74,0.00018
11,0.74,0.0002
11,0.74,0.00022
11,0.74,0.00025
11,0.74,0.0003
11,0.74,0.00036
11,0.74,0.0004
11,0.74,0.00044
11,0.74,0.00045
11,0.74,0.0005
11,0.74,0.00054
11,0.74,0.0006
11,0.74,0.00066
11,0.74,0.00072
11,0.74,0.00075
11,0.74,0.0008
11,0.74,0.00088
11,0.74,0.0009
11,0.74,0.001
11,0.74,0.0011
11,0.74,0.0012
11,0.74,0.00125
11,0.74,0.0015
11,0.74,0.0018
11,0.74,0.002
11,0.74,0.0022
11,0.74,0.0025
11,0.74,0.003
11,0.745,0.0
11,0.745,1e-06
11,0.745,5e-05
11,0.745,7.5e-05
11,0.745,9e-05
11,0.745,0.0001
11,0.745,0.00011
11,0.745,0.000125
11,0.745,0.00015
11,0.745,0.00018
11,0.745,0.0002
11,0.745,0.00022
11,0.745,0.00025
11,0.745,0.0003
11,0.745,0.00036
11,0.745,0.0004
11,0.745,0.00044
11,0.745,0.00045
11,0.745,0.0005
11,0.745,0.00054
11,0.745,0.0006
11,0.745,0.00066
11,0.745,0.00072
11,0.745,0.00075
11,0.745,0.0008
11,0.745,0.00088
11,0.745,0.0009
11,0.745,0.001
11,0.745,0.0011
11,0.745,0.0012
11,0.745,0.00125
11,0.745,0.0015
11,0.745,0.0018
11,0.745,0.002
11,0.745,0.0022
11,0.745,0.0025
11,0.745,0.003
11,0.75,0.0
11,0.75,1e-06
11,0.75,5e-05
11,0.75,7.5e-05
11,0.75,9e-05
11,0.75,0.0001
11,0.75,0.00011
11,0.75,0.000125
11,0.75,0.00015
11,0.75,0.00018
11,0.75,0.0002
11,0.75,0.00022
11,0.75,0.00025
11,0.75,0.0003
11,0.75,0.00036
11,0.75,0.0004
11,0.75,0.00044
11,0.75,0.00045
11,0.75,0.0005
11,0.75,0.00054
11,0.75,0.0006
11,0.75,0.00066
11,0.75,0.00072
11,0.75,0.00075
11,0.75,0.0008
11,0.75,0.00088
11,0.75,0.0009
11,0.75,0.001
11,0.75,0.0011
11,0.75,0.0012
11,0.75,0.00125
11,0.75,0.0015
11,0.75,0.0018
11,0.75,0.002
11,0.75,0.0022
11,0.75,0.0025
11,0.75,0.003
11,0.755,0.0
11,0.755,1e-06
11,0.755,5e-05
11,0.755,7.5e-05
11,0.755,9e-05
11,0.755,0.0001
11,0.755,0.00011
11,0.755,0.000125
11,0.755,0.00015
11,0.755,0.00018
11,0.755,0.0002
11,0.755,0.00022
11,0.755,0.00025
11,0.755,0.0003
11,0.755,0.00036
11,0.755,0.0004
11,0.755,0.00044
11,0.755,0.00045
11,0.755,0.0005
11,0.755,0.00054
11,0.755,0.0006
11,0.755,0.00066
11,0.755,0.00072
11,0.755,0.00075
11,0.755,0.0008
11,0.755,0.00088
11,0.755,0.0009
11,0.755,0.001
11,0.755,0.0011
11,0.755,0.0012
11,0.755,0.00125
11,0.755,0.0015
11,0.755,0.0018
11,0.755,0.002
11,0.755,0.0022
11,0.755,0.0025
11,0.755,0.003
11,0.76,0.0
11,0.76,1e-06
11,0.76,5e-05
11,0.76,7.5e-05
11,0.76,9e-05
11,0.76,0.0001
11,0.76,0.00011
11,0.76,0.000125
11,0.76,0.00015
11,0.76,0.00018
11,0.76,0.0002
